ID,Grasp,Video,StartFrame,EndFrame,PIP,Subject,Duration,BigCategories,SmallCategories,Timestamp
3915,lateral pinch,176.mp4,4035,4124,Intermediate,Housekeeper 2,3.56,int-lateral,int-lateral,02:41.4
461,sphere-3 finger,043.mp4,20825,20900,Power,Housekeeper 1,3.0,circular,pow-circular,0:13:53
8317,adduction,069.mp4,6500,6518,Intermediate,Machinist 2,0.72,pre-prismatic,pre-pinch,04:20.0
3230,adducted thumb,159.mp4,11067,11111,Power,Housekeeper 2,1.76,pow-prismatic,pow-oblique,07:22.7
445,sphere-3 finger,043.mp4,19450,19475,Power,Housekeeper 1,1.0,circular,pow-circular,0:12:58
9588,ring,081.mp4,8815,8907,Power,Machinist 2,3.68,pow-prismatic,pow-cylindric,05:52.6
9470,thumb-2 finger,080.mp4,6427,6436,Precision,Machinist 2,0.36,pre-prismatic,pre-prismatic,04:17.1
10273,thumb-index finger,014.mp4,12692,13077,Precision,Machinist 2,15.4,pre-prismatic,pre-pinch,08:27.7
2685,power sphere,152.mp4,2475,2483,Power,Housekeeper 2,0.32,circular,pow-circular,01:39.0
5282,light tool,088.mp4,32025,32125,Power,Machinist 1,4.0,pow-prismatic,pow-oblique,0:21:21
832,lateral pinch,045.mp4,14300,14650,Intermediate,Housekeeper 1,14.0,int-lateral,int-lateral,0:09:32
5566,thumb-3 finger,090.mp4,14500,14550,Precision,Machinist 1,2.0,pre-prismatic,pre-prismatic,0:09:40
10264,thumb-index finger,014.mp4,9925,9998,Precision,Machinist 2,2.92,pre-prismatic,pre-pinch,06:37.0
9824,thumb-3 finger,001.mp4,8620,8950,Precision,Machinist 2,13.2,pre-prismatic,pre-prismatic,05:44.8
229,medium wrap,042.mp4,7000,7100,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:04:40
2686,thumb-index finger,152.mp4,2485,2529,Precision,Housekeeper 2,1.76,pre-prismatic,pre-pinch,01:39.4
7621,lateral tripod,061.mp4,6737,7419,Intermediate,Machinist 2,27.28,int-lateral,int-lateral,04:29.5
5626,lateral pinch,090.mp4,25575,25775,Intermediate,Machinist 1,8.0,int-lateral,int-lateral,0:17:03
7265,light tool,057.mp4,8275,8343,Power,Machinist 2,2.72,pow-prismatic,pow-oblique,05:31.0
3628,medium wrap,169.mp4,13550,13607,Power,Housekeeper 2,2.28,pow-prismatic,pow-cylindric,09:02.0
5405,thumb-index finger,089.mp4,8900,8925,Precision,Machinist 1,1.0,pre-prismatic,pre-pinch,0:05:56
1119,medium wrap,048.mp4,18850,18861,Power,Housekeeper 1,0.44,pow-prismatic,pow-cylindric,0:12:34
9535,thumb-2 finger,081.mp4,275,308,Precision,Machinist 2,1.32,pre-prismatic,pre-prismatic,00:11.0
5457,index finger extension,089.mp4,31350,31550,Power,Machinist 1,8.0,pow-prismatic,pow-oblique,0:20:54
7832,large diameter,064.mp4,4542,4594,Power,Machinist 2,2.08,pow-prismatic,pow-cylindric,03:01.7
2172,precision disk,137.mp4,5505,7216,Precision,Housekeeper 2,68.44,circular,pre-circular,03:40.2
6455,medium wrap,095.mp4,21725,21826,Power,Machinist 1,4.04,pow-prismatic,pow-cylindric,14:29.0
10050,lateral pinch,009.mp4,1052,1062,Intermediate,Machinist 2,0.4,int-lateral,int-lateral,00:42.1
5189,lateral pinch,088.mp4,15350,15425,Intermediate,Machinist 1,3.0,int-lateral,int-lateral,0:10:14
2100,medium wrap,114.mp4,6145,7730,Power,Housekeeper 1,63.4,pow-prismatic,pow-cylindric,04:05.8
8014,medium wrap,066.mp4,7942,8747,Power,Machinist 2,32.2,pow-prismatic,pow-cylindric,05:17.7
2244,medium wrap,141.mp4,13322,13354,Power,Housekeeper 2,1.3,pow-prismatic,pow-cylindric,08:52.9
1599,medium wrap,052.mp4,6525,6614,Power,Housekeeper 1,3.56,pow-prismatic,pow-cylindric,0:04:21
1183,precision disk,048.mp4,36850,37020,Precision,Housekeeper 1,6.8,circular,pre-circular,0:24:34
6301,thumb-index finger,095.mp4,1127,1268,Precision,Machinist 1,5.64,pre-prismatic,pre-pinch,00:45.1
7860,thumb-2 finger,064.mp4,8825,8840,Precision,Machinist 2,0.6,pre-prismatic,pre-prismatic,05:53.0
9895,lateral pinch,002.mp4,13392,13419,Intermediate,Machinist 2,1.1,int-lateral,int-lateral,08:55.7
697,index finger extension,044.mp4,24375,24400,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:16:15
183,medium wrap,041.mp4,37325,37400,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:24:53
3060,power sphere,157.mp4,9910,9922,Power,Housekeeper 2,0.48,circular,pow-circular,06:36.4
3460,lateral tripod,164.mp4,8272,8306,Intermediate,Housekeeper 2,1.36,int-lateral,int-lateral,05:30.9
6288,ring,094.mp4,41765,41830,Power,Machinist 1,2.6,pow-prismatic,pow-cylindric,27:50.6
261,power sphere,042.mp4,15275,15350,Power,Housekeeper 1,3.0,circular,pow-circular,0:10:11
1922,power sphere,111.mp4,11135,11256,Power,Housekeeper 1,4.84,circular,pow-circular,07:25.4
1820,tripod,109.mp4,7409,7431,Precision,Housekeeper 1,0.88,circular,pre-circular,04:56.4
4458,medium wrap,084.mp4,19650,19900,Power,Machinist 1,10.0,pow-prismatic,pow-cylindric,0:13:06
5769,ring,091.mp4,18450,19171,Power,Machinist 1,28.87,pow-prismatic,pow-cylindric,12:18.0
7001,thumb-3 finger,054.mp4,2435,2446,Precision,Machinist 2,0.44,pre-prismatic,pre-prismatic,01:37.4
5288,thumb-3 finger,088.mp4,33750,33850,Precision,Machinist 1,4.0,pre-prismatic,pre-prismatic,0:22:30
7987,adduction,066.mp4,3437,3468,Intermediate,Machinist 2,1.24,pre-prismatic,pre-pinch,02:17.5
5099,thumb-3 finger,087.mp4,41925,41950,Precision,Machinist 1,1.0,pre-prismatic,pre-prismatic,0:27:57
1598,precision disk,052.mp4,5450,5833,Precision,Housekeeper 1,15.32,circular,pre-circular,0:03:38
3090,precision disk,158.mp4,315,826,Precision,Housekeeper 2,20.44,circular,pre-circular,00:12.6
5957,light tool,092.mp4,24947,25067,Power,Machinist 1,4.8,pow-prismatic,pow-oblique,16:37.9
6587,lateral pinch,096.mp4,7334,7436,Intermediate,Machinist 1,4.08,int-lateral,int-lateral,04:53.4
2330,medium wrap,145.mp4,335,604,Power,Housekeeper 2,10.76,pow-prismatic,pow-cylindric,00:13.4
9026,tripod,075.mp4,2452,2470,Precision,Machinist 2,0.72,circular,pre-circular,01:38.1
8590,lateral tripod,071.mp4,4505,4522,Intermediate,Machinist 2,0.68,int-lateral,int-lateral,03:00.2
2221,thumb-3 finger,141.mp4,2005,2085,Precision,Housekeeper 2,3.2,pre-prismatic,pre-prismatic,01:20.2
6219,power sphere,093.mp4,42225,42263,Power,Machinist 1,1.52,circular,pow-circular,28:09.0
3986,thumb-index finger,176.mp4,13044,13112,Precision,Housekeeper 2,2.72,pre-prismatic,pre-pinch,08:41.8
10062,medium wrap,010.mp4,1675,1695,Power,Machinist 2,0.82,pow-prismatic,pow-cylindric,01:07.0
754,medium wrap,044.mp4,37150,37200,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:24:46
1999,precision disk,111.mp4,27514,27599,Precision,Housekeeper 1,3.4,circular,pre-circular,18:20.6
7772,lateral tripod,063.mp4,4065,4096,Intermediate,Machinist 2,1.24,int-lateral,int-lateral,02:42.6
3675,precision disk,170.mp4,7467,7773,Precision,Housekeeper 2,12.24,circular,pre-circular,04:58.7
9078,thumb-2 finger,076.mp4,3195,3730,Precision,Machinist 2,21.4,pre-prismatic,pre-prismatic,02:07.8
5037,tripod,087.mp4,32750,32925,Precision,Machinist 1,7.0,circular,pre-circular,0:21:50
9462,thumb-3 finger,080.mp4,4610,4676,Precision,Machinist 2,2.64,pre-prismatic,pre-prismatic,03:04.4
8175,lateral tripod,068.mp4,7230,7249,Intermediate,Machinist 2,0.76,int-lateral,int-lateral,04:49.2
9878,lateral pinch,002.mp4,8392,8404,Intermediate,Machinist 2,0.5,int-lateral,int-lateral,05:35.7
4880,thumb-2 finger,086.mp4,38350,38625,Precision,Machinist 1,11.0,pre-prismatic,pre-prismatic,0:25:34
4905,ring,086.mp4,42175,42200,Power,Machinist 1,1.0,pow-prismatic,pow-cylindric,0:28:07
5475,sphere-3 finger,089.mp4,37975,38100,Power,Machinist 1,5.0,circular,pow-circular,0:25:19
7423,ring,059.mp4,7692,7717,Power,Machinist 2,1.0,pow-prismatic,pow-cylindric,05:07.7
8659,tripod,072.mp4,4890,5058,Precision,Machinist 2,6.72,circular,pre-circular,03:15.6
8422,inferior pincer,070.mp4,715,747,Precision,Machinist 2,1.28,pre-prismatic,pre-pinch,00:28.6
609,large diameter,044.mp4,6925,6950,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:04:37
7352,light tool,058.mp4,8322,8693,Power,Machinist 2,14.84,pow-prismatic,pow-oblique,05:32.9
4814,sphere-3 finger,086.mp4,22500,22575,Power,Machinist 1,3.0,circular,pow-circular,0:15:00
4585,ring,085.mp4,18125,18275,Power,Machinist 1,6.0,pow-prismatic,pow-cylindric,0:12:05
3405,lateral pinch,163.mp4,1937,2010,Intermediate,Housekeeper 2,2.92,int-lateral,int-lateral,01:17.5
685,tripod,044.mp4,20150,20425,Precision,Housekeeper 1,11.0,circular,pre-circular,0:13:26
1357,sphere-3 finger,050.mp4,7050,7149,Power,Housekeeper 1,3.96,circular,pow-circular,0:04:42
4687,quadpod,086.mp4,875,925,Precision,Machinist 1,2.0,circular,pre-circular,0:00:35
3116,thumb-4 finger,158.mp4,3145,3216,Precision,Housekeeper 2,2.84,pre-prismatic,pre-prismatic,02:05.8
548,medium wrap,043.mp4,39400,40725,Power,Housekeeper 1,53.0,pow-prismatic,pow-cylindric,0:26:16
7529,tripod,060.mp4,5535,5606,Precision,Machinist 2,2.84,circular,pre-circular,03:41.4
2092,inferior pincer,114.mp4,4054,4188,Precision,Housekeeper 1,5.36,pre-prismatic,pre-pinch,02:42.2
8759,thumb-3 finger,073.mp4,3157,3390,Precision,Machinist 2,9.32,pre-prismatic,pre-prismatic,02:06.3
4102,medium wrap,177.mp4,14344,14518,Power,Housekeeper 2,6.96,pow-prismatic,pow-cylindric,09:33.8
1634,medium wrap,052.mp4,13075,13348,Power,Housekeeper 1,10.92,pow-prismatic,pow-cylindric,0:08:43
353,medium wrap,043.mp4,2250,2275,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:01:30
3812,adducted thumb,173.mp4,10465,10631,Power,Housekeeper 2,6.64,pow-prismatic,pow-oblique,06:58.6
10391,index finger extension,016.mp4,7575,8080,Power,Machinist 2,20.2,pow-prismatic,pow-oblique,05:03.0
2522,lateral tripod,150.mp4,8220,8420,Intermediate,Housekeeper 2,8.0,int-lateral,int-lateral,05:28.8
2463,index finger extension,149.mp4,12245,12323,Power,Housekeeper 2,3.12,pow-prismatic,pow-oblique,08:09.8
8463,lateral tripod,070.mp4,3245,3269,Intermediate,Machinist 2,0.96,int-lateral,int-lateral,02:09.8
856,power sphere,045.mp4,20375,20525,Power,Housekeeper 1,6.0,circular,pow-circular,0:13:35
2393,index finger extension,149.mp4,3610,3650,Power,Housekeeper 2,1.6,pow-prismatic,pow-oblique,02:24.4
8032,lateral tripod,066.mp4,10047,10080,Intermediate,Machinist 2,1.32,int-lateral,int-lateral,06:41.9
5817,medium wrap,091.mp4,33227,33374,Power,Machinist 1,5.91,pow-prismatic,pow-cylindric,22:09.1
7075,tripod,054.mp4,12710,12856,Precision,Machinist 2,5.84,circular,pre-circular,08:28.4
10166,thumb-index finger,012.mp4,14094,14114,Precision,Machinist 2,0.8,pre-prismatic,pre-pinch,09:23.8
5058,thumb-4 finger,087.mp4,35475,35500,Precision,Machinist 1,1.0,pre-prismatic,pre-prismatic,0:23:39
9002,thumb-index finger,074.mp4,13127,13242,Precision,Machinist 2,4.6,pre-prismatic,pre-pinch,08:45.1
5052,thumb-4 finger,087.mp4,34650,34675,Precision,Machinist 1,1.0,pre-prismatic,pre-prismatic,0:23:06
927,power sphere,178.mp4,12800,13175,Power,Housekeeper 1,15.0,circular,pow-circular,0:08:32
5966,thumb-2 finger,092.mp4,26580,26601,Precision,Machinist 1,0.84,pre-prismatic,pre-prismatic,17:43.2
9647,tripod,082.mp4,2575,2696,Precision,Machinist 2,4.84,circular,pre-circular,01:43.0
7436,light tool,059.mp4,9545,9602,Power,Machinist 2,2.28,pow-prismatic,pow-oblique,06:21.8
6002,light tool,092.mp4,32932,32948,Power,Machinist 1,0.64,pow-prismatic,pow-oblique,21:57.3
3171,medium wrap,159.mp4,0,885,Power,Housekeeper 2,35.4,pow-prismatic,pow-cylindric,00:00.0
5330,light tool,088.mp4,41525,41600,Power,Machinist 1,3.0,pow-prismatic,pow-oblique,0:27:41
7792,lateral tripod,063.mp4,11120,11311,Intermediate,Machinist 2,7.64,int-lateral,int-lateral,07:24.8
405,adducted thumb,043.mp4,9375,9400,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:06:15
5673,power sphere,091.mp4,697,708,Power,Machinist 1,0.45,circular,pow-circular,00:27.9
7550,lateral tripod,060.mp4,7634,7727,Intermediate,Machinist 2,3.72,int-lateral,int-lateral,05:05.4
599,power sphere,044.mp4,5675,5700,Power,Housekeeper 1,1.0,circular,pow-circular,0:03:47
2770,precision disk,153.mp4,1562,3227,Precision,Housekeeper 2,66.6,circular,pre-circular,01:02.5
9324,lateral tripod,079.mp4,4225,4270,Intermediate,Machinist 2,1.8,int-lateral,int-lateral,02:49.0
5992,thumb-2 finger,092.mp4,30960,30978,Precision,Machinist 1,0.72,pre-prismatic,pre-prismatic,20:38.4
9792,thumb-3 finger,001.mp4,247,279,Precision,Machinist 2,1.3,pre-prismatic,pre-prismatic,00:09.9
8980,tip pinch,074.mp4,8072,8126,Precision,Machinist 2,2.16,pre-prismatic,pre-pinch,05:22.9
8942,thumb-2 finger,074.mp4,5635,5654,Precision,Machinist 2,0.76,pre-prismatic,pre-prismatic,03:45.4
6840,medium wrap,098.mp4,17742,17854,Power,Machinist 1,4.5,pow-prismatic,pow-cylindric,11:49.7
9778,ring,083.mp4,1317,1355,Power,Machinist 2,1.52,pow-prismatic,pow-cylindric,00:52.7
10282,lateral pinch,015.mp4,217,384,Intermediate,Machinist 2,6.7,int-lateral,int-lateral,00:08.7
2551,precision disk,150.mp4,14319,14644,Precision,Housekeeper 2,13.0,circular,pre-circular,09:32.8
3728,precision disk,172.mp4,1714,1770,Precision,Housekeeper 2,2.24,circular,pre-circular,01:08.6
5660,lateral pinch,090.mp4,36825,37025,Intermediate,Machinist 1,8.0,int-lateral,int-lateral,0:24:33
6925,medium wrap,053.mp4,5980,6032,Power,Machinist 2,2.08,pow-prismatic,pow-cylindric,03:59.2
1453,medium wrap,051.mp4,15300,15350,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:10:12
975,power sphere,047.mp4,75,152,Power,Housekeeper 1,3.08,circular,pow-circular,0:00:03
9526,lateral tripod,080.mp4,14477,14530,Intermediate,Machinist 2,2.12,int-lateral,int-lateral,09:39.1
4879,tripod,086.mp4,38300,38350,Precision,Machinist 1,2.0,circular,pre-circular,0:25:32
8095,thumb-3 finger,067.mp4,5017,5038,Precision,Machinist 2,0.84,pre-prismatic,pre-prismatic,03:20.7
8011,adduction,066.mp4,7640,7676,Intermediate,Machinist 2,1.44,pre-prismatic,pre-pinch,05:05.6
7747,lateral tripod,063.mp4,1277,1296,Intermediate,Machinist 2,0.76,int-lateral,int-lateral,00:51.1
9563,thumb-2 finger,081.mp4,4865,4888,Precision,Machinist 2,0.92,pre-prismatic,pre-prismatic,03:14.6
6035,thumb-3 finger,092.mp4,38617,38749,Precision,Machinist 1,5.28,pre-prismatic,pre-prismatic,25:44.7
7948,lateral tripod,065.mp4,13205,13223,Intermediate,Machinist 2,0.72,int-lateral,int-lateral,08:48.2
1028,medium wrap,047.mp4,20975,21139,Power,Housekeeper 1,6.56,pow-prismatic,pow-cylindric,0:13:59
5679,thumb-3 finger,091.mp4,1587,1614,Precision,Machinist 1,1.08,pre-prismatic,pre-prismatic,01:03.5
1521,lateral pinch,051.mp4,30000,30060,Intermediate,Housekeeper 1,2.4,int-lateral,int-lateral,0:20:00
134,index finger extension,041.mp4,23300,23325,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:15:32
520,power sphere,043.mp4,32975,33175,Power,Housekeeper 1,8.0,circular,pow-circular,0:21:59
708,index finger extension,044.mp4,28600,28775,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:19:04
9976,medium wrap,004.mp4,9887,10644,Power,Machinist 2,30.3,pow-prismatic,pow-cylindric,06:35.5
4974,tripod,087.mp4,20300,20350,Precision,Machinist 1,2.0,circular,pre-circular,0:13:32
4252,lateral tripod,117.mp4,2032,2063,Intermediate,Housekeeper 2,1.24,int-lateral,int-lateral,01:21.3
6006,light tool,092.mp4,33800,33901,Power,Machinist 1,4.04,pow-prismatic,pow-oblique,22:32.0
7899,tripod,065.mp4,2377,2442,Precision,Machinist 2,2.6,circular,pre-circular,01:35.1
3406,medium wrap,163.mp4,2077,2105,Power,Housekeeper 2,1.12,pow-prismatic,pow-cylindric,01:23.1
4492,ring,084.mp4,35625,35750,Power,Machinist 1,5.0,pow-prismatic,pow-cylindric,0:23:45
3113,thumb-index finger,158.mp4,2642,2755,Precision,Housekeeper 2,4.55,pre-prismatic,pre-pinch,01:45.7
474,thumb-4 finger,043.mp4,23425,23450,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:15:37
1476,lateral pinch,051.mp4,18600,18804,Intermediate,Housekeeper 1,8.16,int-lateral,int-lateral,0:12:24
5677,thumb-2 finger,091.mp4,1550,1578,Precision,Machinist 1,1.12,pre-prismatic,pre-prismatic,01:02.0
6438,thumb-2 finger,095.mp4,19645,19679,Precision,Machinist 1,1.36,pre-prismatic,pre-prismatic,13:05.8
5634,medium wrap,090.mp4,29425,29500,Power,Machinist 1,3.0,pow-prismatic,pow-cylindric,0:19:37
5932,power sphere,092.mp4,19502,19600,Power,Machinist 1,3.92,circular,pow-circular,13:00.1
1541,thumb-4 finger,051.mp4,32375,32401,Precision,Housekeeper 1,1.04,pre-prismatic,pre-prismatic,0:21:35
6696,tripod,096.mp4,26275,26645,Precision,Machinist 1,14.8,circular,pre-circular,17:31.0
9998,thumb-3 finger,005.mp4,1795,1885,Precision,Machinist 2,3.6,pre-prismatic,pre-prismatic,01:11.8
1577,power sphere,051.mp4,40550,40587,Power,Housekeeper 1,1.48,circular,pow-circular,0:27:02
2178,lateral pinch,137.mp4,7925,8025,Intermediate,Housekeeper 2,4.02,int-lateral,int-lateral,05:17.0
1253,thumb-index finger,049.mp4,5225,5265,Precision,Housekeeper 1,1.6,pre-prismatic,pre-pinch,0:03:29
6906,thumb-index finger,053.mp4,4277,4327,Precision,Machinist 2,2.0,pre-prismatic,pre-pinch,02:51.1
8926,thumb-2 finger,074.mp4,4402,4448,Precision,Machinist 2,1.84,pre-prismatic,pre-prismatic,02:56.1
4858,thumb-3 finger,086.mp4,35475,35525,Precision,Machinist 1,2.0,pre-prismatic,pre-prismatic,0:23:39
719,medium wrap,044.mp4,32075,32125,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:23
6416,ring,095.mp4,15119,16645,Power,Machinist 1,61.04,pow-prismatic,pow-cylindric,10:04.8
8217,lateral tripod,068.mp4,11735,11753,Intermediate,Machinist 2,0.72,int-lateral,int-lateral,07:49.4
9050,lateral tripod,075.mp4,9860,9982,Intermediate,Machinist 2,4.88,int-lateral,int-lateral,06:34.4
3291,precision disk,160.mp4,8702,9983,Precision,Housekeeper 2,51.25,circular,pre-circular,05:48.1
2951,precision disk,156.mp4,4285,4442,Precision,Housekeeper 2,6.28,circular,pre-circular,02:51.4
9202,lateral tripod,078.mp4,3802,3969,Intermediate,Machinist 2,6.68,int-lateral,int-lateral,02:32.1
302,lateral pinch,042.mp4,24650,26025,Intermediate,Housekeeper 1,55.0,int-lateral,int-lateral,0:16:26
5050,tripod,087.mp4,34275,34325,Precision,Machinist 1,2.0,circular,pre-circular,0:22:51
8083,tripod,067.mp4,4067,4090,Precision,Machinist 2,0.92,circular,pre-circular,02:42.7
4002,precision disk,177.mp4,137,168,Precision,Housekeeper 2,1.24,circular,pre-circular,00:05.5
9678,thumb-2 finger,082.mp4,5580,5766,Precision,Machinist 2,7.44,pre-prismatic,pre-prismatic,03:43.2
8517,thumb-2 finger,070.mp4,8882,9009,Precision,Machinist 2,5.08,pre-prismatic,pre-prismatic,05:55.3
2807,medium wrap,153.mp4,8432,8624,Power,Housekeeper 2,7.71,pow-prismatic,pow-cylindric,05:37.3
7049,adduction,054.mp4,9350,9358,Intermediate,Machinist 2,0.32,pre-prismatic,pre-pinch,06:14.0
9438,lateral tripod,080.mp4,1972,2152,Intermediate,Machinist 2,7.2,int-lateral,int-lateral,01:18.9
3805,medium wrap,173.mp4,5807,6113,Power,Housekeeper 2,12.24,pow-prismatic,pow-cylindric,03:52.3
1175,thumb-4 finger,048.mp4,36125,36137,Precision,Housekeeper 1,0.48,pre-prismatic,pre-prismatic,0:24:05
612,lateral pinch,044.mp4,7150,7375,Intermediate,Housekeeper 1,9.0,int-lateral,int-lateral,0:04:46
1812,index finger extension,109.mp4,6450,6627,Power,Housekeeper 1,7.08,pow-prismatic,pow-oblique,04:18.0
9175,light tool,077.mp4,1230,1340,Power,Machinist 2,4.4,pow-prismatic,pow-oblique,00:49.2
6734,quadpod,096.mp4,33077,33161,Precision,Machinist 1,3.36,circular,pre-circular,22:03.1
9489,thumb-2 finger,080.mp4,9420,9466,Precision,Machinist 2,1.84,pre-prismatic,pre-prismatic,06:16.8
4101,medium wrap,177.mp4,13475,14335,Power,Housekeeper 2,34.4,pow-prismatic,pow-cylindric,08:59.0
7707,thumb-4 finger,062.mp4,9672,9694,Precision,Machinist 2,0.88,pre-prismatic,pre-prismatic,06:26.9
4373,precision disk,119.mp4,8672,9988,Precision,Housekeeper 2,52.64,circular,pre-circular,05:46.9
1556,lateral pinch,051.mp4,35925,35939,Intermediate,Housekeeper 1,0.56,int-lateral,int-lateral,0:23:57
7975,adduction,066.mp4,1955,2385,Intermediate,Machinist 2,17.2,pre-prismatic,pre-pinch,01:18.2
621,thumb-2 finger,044.mp4,8650,8675,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:05:46
67,precision disk,041.mp4,5425,5850,Precision,Housekeeper 1,17.0,circular,pre-circular,0:03:37
3577,lateral tripod,168.mp4,9660,9703,Intermediate,Housekeeper 2,1.72,int-lateral,int-lateral,06:26.4
840,lateral pinch,045.mp4,16400,16525,Intermediate,Housekeeper 1,5.0,int-lateral,int-lateral,0:10:56
8129,lateral tripod,068.mp4,2875,3218,Intermediate,Machinist 2,13.72,int-lateral,int-lateral,01:55.0
5454,medium wrap,089.mp4,29975,30625,Power,Machinist 1,26.0,pow-prismatic,pow-cylindric,0:19:59
8491,sphere-3 finger,070.mp4,6265,6495,Power,Machinist 2,9.22,circular,pow-circular,04:10.6
8961,lateral tripod,074.mp4,7402,7429,Intermediate,Machinist 2,1.08,int-lateral,int-lateral,04:56.1
6586,lateral tripod,096.mp4,7275,7335,Intermediate,Machinist 1,2.4,int-lateral,int-lateral,04:51.0
4713,thumb-3 finger,086.mp4,4475,4550,Precision,Machinist 1,3.0,pre-prismatic,pre-prismatic,0:02:59
7231,adducted thumb,057.mp4,3400,3426,Power,Machinist 2,1.04,pow-prismatic,pow-oblique,02:16.0
9497,tripod,080.mp4,9937,9963,Precision,Machinist 2,1.04,circular,pre-circular,06:37.5
4815,tripod,086.mp4,22650,22700,Precision,Machinist 1,2.0,circular,pre-circular,0:15:06
5540,index finger extension,090.mp4,7300,7350,Power,Machinist 1,2.0,pow-prismatic,pow-oblique,0:04:52
3981,precision disk,176.mp4,11462,11484,Precision,Housekeeper 2,0.88,circular,pre-circular,07:38.5
7484,medium wrap,060.mp4,1660,1688,Power,Machinist 2,1.12,pow-prismatic,pow-cylindric,01:06.4
5973,thumb-3 finger,092.mp4,27717,27818,Precision,Machinist 1,4.05,pre-prismatic,pre-prismatic,18:28.7
3750,precision disk,172.mp4,7684,8015,Precision,Housekeeper 2,13.27,circular,pre-circular,05:07.4
2362,thumb-3 finger,145.mp4,6462,6507,Precision,Housekeeper 2,1.8,pre-prismatic,pre-prismatic,04:18.5
364,thumb-3 finger,043.mp4,4250,4275,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:02:50
8852,lateral tripod,073.mp4,10050,10149,Intermediate,Machinist 2,3.96,int-lateral,int-lateral,06:42.0
7793,lateral pinch,063.mp4,11372,11461,Intermediate,Machinist 2,3.56,int-lateral,int-lateral,07:34.9
7495,power sphere,060.mp4,3520,3653,Power,Machinist 2,5.32,circular,pow-circular,02:20.8
6209,thumb-3 finger,093.mp4,38977,39055,Precision,Machinist 1,3.12,pre-prismatic,pre-prismatic,25:59.1
508,large diameter,043.mp4,28950,29675,Power,Housekeeper 1,29.0,pow-prismatic,pow-cylindric,0:19:18
199,lateral tripod,041.mp4,43650,43950,Intermediate,Housekeeper 1,12.0,int-lateral,int-lateral,0:29:06
4257,precision disk,117.mp4,2665,3753,Precision,Housekeeper 2,43.52,circular,pre-circular,01:46.6
4939,adduction,087.mp4,13925,13950,Intermediate,Machinist 1,1.0,pre-prismatic,pre-pinch,0:09:17
5090,tripod,087.mp4,40900,40950,Precision,Machinist 1,2.0,circular,pre-circular,0:27:16
4984,tripod,087.mp4,23700,23775,Precision,Machinist 1,3.0,circular,pre-circular,0:15:48
455,thumb-4 finger,043.mp4,20425,20500,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:13:37
2534,precision disk,150.mp4,12030,12119,Precision,Housekeeper 2,3.56,circular,pre-circular,08:01.2
597,power sphere,044.mp4,5475,5525,Power,Housekeeper 1,2.0,circular,pow-circular,0:03:39
1495,medium wrap,051.mp4,22775,23539,Power,Housekeeper 1,30.56,pow-prismatic,pow-cylindric,0:15:11
1481,medium wrap,051.mp4,19325,19452,Power,Housekeeper 1,5.08,pow-prismatic,pow-cylindric,0:12:53
4887,large diameter,086.mp4,39425,39525,Power,Machinist 1,4.0,pow-prismatic,pow-cylindric,0:26:17
10370,lateral pinch,016.mp4,2855,2885,Intermediate,Machinist 2,1.2,int-lateral,int-lateral,01:54.2
1885,medium wrap,110.mp4,10715,11444,Power,Housekeeper 1,29.16,pow-prismatic,pow-cylindric,07:08.6
4854,tripod,086.mp4,34975,35025,Precision,Machinist 1,2.0,circular,pre-circular,0:23:19
320,light tool,043.mp4,175,200,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:00:07
478,medium wrap,043.mp4,23650,23850,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:15:46
829,power sphere,045.mp4,14075,14125,Power,Housekeeper 1,2.0,circular,pow-circular,0:09:23
9401,lateral tripod,079.mp4,12695,12817,Intermediate,Machinist 2,4.88,int-lateral,int-lateral,08:27.8
1193,precision disk,048.mp4,38375,38639,Precision,Housekeeper 1,10.56,circular,pre-circular,0:25:35
4419,lateral pinch,084.mp4,9000,9025,Intermediate,Machinist 1,1.0,int-lateral,int-lateral,0:06:00
7483,tripod,060.mp4,1582,1646,Precision,Machinist 2,2.56,circular,pre-circular,01:03.3
2222,medium wrap,141.mp4,2085,2142,Power,Housekeeper 2,2.3,pow-prismatic,pow-cylindric,01:23.4
3069,index finger extension,157.mp4,10282,10384,Power,Housekeeper 2,4.08,pow-prismatic,pow-oblique,06:51.3
