ID,Grasp,Video,StartFrame,EndFrame,PIP,Subject,Duration,BigCategories,SmallCategories,Timestamp
637,thumb-index finger,044.mp4,10175,10200,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:47
638,thumb-index finger,044.mp4,10200,10225,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:48
639,thumb-index finger,044.mp4,10225,10250,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:49
640,thumb-index finger,044.mp4,10275,10300,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:51
641,precision disk,044.mp4,10400,10450,Precision,Housekeeper 1,2.0,circular,pre-circular,0:06:56
642,lateral tripod,044.mp4,10450,10575,Intermediate,Housekeeper 1,5.0,int-lateral,int-lateral,0:06:58
643,thumb-3 finger,044.mp4,10575,10675,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:07:03
644,power sphere,044.mp4,10675,10750,Power,Housekeeper 1,3.0,circular,pow-circular,0:07:07
645,lateral pinch,044.mp4,10750,10775,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:07:10
646,precision disk,044.mp4,10850,11625,Precision,Housekeeper 1,31.0,circular,pre-circular,0:07:14
647,thumb-3 finger,044.mp4,11625,11725,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:07:45
649,thumb-3 finger,044.mp4,11750,11950,Precision,Housekeeper 1,8.0,pre-prismatic,pre-prismatic,0:07:50
650,precision disk,044.mp4,11950,11975,Precision,Housekeeper 1,1.0,circular,pre-circular,0:07:58
651,sphere-3 finger,044.mp4,11975,12025,Power,Housekeeper 1,2.0,circular,pow-circular,0:07:59
652,precision disk,044.mp4,12025,12400,Precision,Housekeeper 1,15.0,circular,pre-circular,0:08:01
653,index finger extension,044.mp4,12400,12575,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:08:16
654,power sphere,044.mp4,12575,12800,Power,Housekeeper 1,9.0,circular,pow-circular,0:08:23
655,medium wrap,044.mp4,12850,12950,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:08:34
656,precision disk,044.mp4,12950,13050,Precision,Housekeeper 1,4.0,circular,pre-circular,0:08:38
657,power sphere,044.mp4,13050,13100,Power,Housekeeper 1,2.0,circular,pow-circular,0:08:42
658,precision disk,044.mp4,13100,13225,Precision,Housekeeper 1,5.0,circular,pre-circular,0:08:44
659,power sphere,044.mp4,13225,13275,Power,Housekeeper 1,2.0,circular,pow-circular,0:08:49
660,precision disk,044.mp4,13275,13350,Precision,Housekeeper 1,3.0,circular,pre-circular,0:08:51
661,power sphere,044.mp4,13350,13750,Power,Housekeeper 1,16.0,circular,pow-circular,0:08:54
662,power sphere,044.mp4,13800,13825,Power,Housekeeper 1,1.0,circular,pow-circular,0:09:12
663,thumb-3 finger,044.mp4,13825,13875,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:09:13
664,power sphere,044.mp4,13875,13925,Power,Housekeeper 1,2.0,circular,pow-circular,0:09:15
665,sphere-3 finger,044.mp4,14325,14375,Power,Housekeeper 1,2.0,circular,pow-circular,0:09:33
666,power sphere,044.mp4,16350,16525,Power,Housekeeper 1,7.0,circular,pow-circular,0:10:54
667,medium wrap,044.mp4,16575,16850,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:11:03
668,thumb-4 finger,044.mp4,16875,17075,Precision,Housekeeper 1,8.0,pre-prismatic,pre-prismatic,0:11:15
669,medium wrap,044.mp4,17100,17500,Power,Housekeeper 1,16.0,pow-prismatic,pow-cylindric,0:11:24
670,medium wrap,044.mp4,17600,17625,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:11:44
671,thumb-4 finger,044.mp4,17625,17875,Precision,Housekeeper 1,10.0,pre-prismatic,pre-prismatic,0:11:45
672,adducted thumb,044.mp4,18000,18050,Power,Housekeeper 1,2.0,pow-prismatic,pow-oblique,0:12:00
673,medium wrap,044.mp4,18075,18150,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:12:03
674,medium wrap,044.mp4,18150,18200,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:12:06
675,medium wrap,044.mp4,18200,18500,Power,Housekeeper 1,12.0,pow-prismatic,pow-cylindric,0:12:08
676,power sphere,044.mp4,18500,18575,Power,Housekeeper 1,3.0,circular,pow-circular,0:12:20
677,precision disk,044.mp4,18575,18700,Precision,Housekeeper 1,5.0,circular,pre-circular,0:12:23
678,power sphere,044.mp4,18700,18725,Power,Housekeeper 1,1.0,circular,pow-circular,0:12:28
679,precision disk,044.mp4,18725,19175,Precision,Housekeeper 1,18.0,circular,pre-circular,0:12:29
680,thumb-3 finger,044.mp4,19175,19250,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:12:47
681,power sphere,044.mp4,19250,19275,Power,Housekeeper 1,1.0,circular,pow-circular,0:12:50
682,thumb-3 finger,044.mp4,19275,19325,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:12:51
683,medium wrap,044.mp4,19325,19550,Power,Housekeeper 1,9.0,pow-prismatic,pow-cylindric,0:12:53
684,precision disk,044.mp4,19550,20150,Precision,Housekeeper 1,24.0,circular,pre-circular,0:13:02
685,tripod,044.mp4,20150,20425,Precision,Housekeeper 1,11.0,circular,pre-circular,0:13:26
686,medium wrap,044.mp4,22100,22250,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:14:44
687,index finger extension,044.mp4,22250,22275,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:14:50
688,medium wrap,044.mp4,22275,22850,Power,Housekeeper 1,23.0,pow-prismatic,pow-cylindric,0:14:51
689,ring,044.mp4,22850,22875,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:15:14
690,precision disk,044.mp4,22875,22900,Precision,Housekeeper 1,1.0,circular,pre-circular,0:15:15
691,thumb-3 finger,044.mp4,22900,22925,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:15:16
692,power sphere,044.mp4,22975,23125,Power,Housekeeper 1,6.0,circular,pow-circular,0:15:19
693,power sphere,044.mp4,23150,23525,Power,Housekeeper 1,15.0,circular,pow-circular,0:15:26
694,medium wrap,044.mp4,23525,23950,Power,Housekeeper 1,17.0,pow-prismatic,pow-cylindric,0:15:41
695,index finger extension,044.mp4,23950,24250,Power,Housekeeper 1,12.0,pow-prismatic,pow-oblique,0:15:58
696,medium wrap,044.mp4,24250,24375,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:16:10
697,index finger extension,044.mp4,24375,24400,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:16:15
698,medium wrap,044.mp4,24400,25100,Power,Housekeeper 1,28.0,pow-prismatic,pow-cylindric,0:16:16
700,medium wrap,044.mp4,25125,25700,Power,Housekeeper 1,23.0,pow-prismatic,pow-cylindric,0:16:45
701,index finger extension,044.mp4,26025,26900,Power,Housekeeper 1,35.0,pow-prismatic,pow-oblique,0:17:21
702,medium wrap,044.mp4,26900,27025,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:17:56
703,index finger extension,044.mp4,27025,27325,Power,Housekeeper 1,12.0,pow-prismatic,pow-oblique,0:18:01
704,power sphere,044.mp4,27325,27375,Power,Housekeeper 1,2.0,circular,pow-circular,0:18:13
705,medium wrap,044.mp4,27400,27725,Power,Housekeeper 1,13.0,pow-prismatic,pow-cylindric,0:18:16
706,index finger extension,044.mp4,27725,27850,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:18:29
707,medium wrap,044.mp4,27875,28600,Power,Housekeeper 1,29.0,pow-prismatic,pow-cylindric,0:18:35
708,index finger extension,044.mp4,28600,28775,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:19:04
709,index finger extension,044.mp4,29475,29875,Power,Housekeeper 1,16.0,pow-prismatic,pow-oblique,0:19:39
710,medium wrap,044.mp4,29875,29975,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:19:55
711,medium wrap,044.mp4,30550,30600,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:20:22
712,medium wrap,044.mp4,30625,30900,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:20:25
713,medium wrap,044.mp4,31050,31125,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:20:42
714,medium wrap,044.mp4,31225,31425,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:20:49
715,index finger extension,044.mp4,31425,31475,Power,Housekeeper 1,2.0,pow-prismatic,pow-oblique,0:20:57
716,medium wrap,044.mp4,31525,31575,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:01
717,medium wrap,044.mp4,31800,31875,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:21:12
718,medium wrap,044.mp4,31950,32000,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:18
719,medium wrap,044.mp4,32075,32125,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:23
720,medium wrap,044.mp4,32150,32200,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:26
721,medium wrap,044.mp4,32225,32250,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:21:29
722,index finger extension,044.mp4,32250,32525,Power,Housekeeper 1,11.0,pow-prismatic,pow-oblique,0:21:30
723,medium wrap,044.mp4,32525,32775,Power,Housekeeper 1,10.0,pow-prismatic,pow-cylindric,0:21:41
724,medium wrap,044.mp4,32775,32900,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:21:51
725,medium wrap,044.mp4,32900,33000,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:21:56
726,medium wrap,044.mp4,33000,33125,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:22:00
727,medium wrap,044.mp4,33125,33150,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:22:05
728,index finger extension,044.mp4,33150,33350,Power,Housekeeper 1,8.0,pow-prismatic,pow-oblique,0:22:06
730,lateral pinch,044.mp4,33400,33475,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:22:16
731,precision disk,044.mp4,33475,33550,Precision,Housekeeper 1,3.0,circular,pre-circular,0:22:19
733,thumb-index finger,044.mp4,33625,33700,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:22:25
734,precision disk,044.mp4,33700,33750,Precision,Housekeeper 1,2.0,circular,pre-circular,0:22:28
735,medium wrap,044.mp4,33750,33775,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:22:30
736,medium wrap,044.mp4,33800,33850,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:22:32
737,thumb-4 finger,044.mp4,33875,33950,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:22:35
738,precision disk,044.mp4,33950,34150,Precision,Housekeeper 1,8.0,circular,pre-circular,0:22:38
740,precision disk,044.mp4,34250,34625,Precision,Housekeeper 1,15.0,circular,pre-circular,0:22:50
741,medium wrap,044.mp4,34625,34725,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:23:05
742,thumb-2 finger,044.mp4,34750,34900,Precision,Housekeeper 1,6.0,pre-prismatic,pre-prismatic,0:23:10
743,power sphere,044.mp4,34900,34975,Power,Housekeeper 1,3.0,circular,pow-circular,0:23:16
744,thumb-index finger,044.mp4,35300,35375,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:23:32
745,thumb-index finger,044.mp4,35425,35625,Precision,Housekeeper 1,8.0,pre-prismatic,pre-pinch,0:23:37
746,medium wrap,044.mp4,35725,36000,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:23:49
747,medium wrap,044.mp4,36050,36275,Power,Housekeeper 1,9.0,pow-prismatic,pow-cylindric,0:24:02
748,medium wrap,044.mp4,36450,36625,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:24:18
749,thumb-3 finger,044.mp4,36625,36700,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:24:25
750,adducted thumb,044.mp4,36750,36775,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:24:30
751,thumb-index finger,044.mp4,36775,36825,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:24:31
752,medium wrap,044.mp4,36825,37000,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:24:33
753,medium wrap,044.mp4,37000,37125,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:24:40
754,medium wrap,044.mp4,37150,37200,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:24:46
755,index finger extension,044.mp4,37200,37450,Power,Housekeeper 1,10.0,pow-prismatic,pow-oblique,0:24:48
756,medium wrap,044.mp4,37450,37550,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:24:58
757,medium wrap,044.mp4,37550,37600,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:25:02
758,medium wrap,044.mp4,37625,37975,Power,Housekeeper 1,14.0,pow-prismatic,pow-cylindric,0:25:05
759,thumb-2 finger,044.mp4,38000,38075,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:25:20
760,medium wrap,044.mp4,38125,38175,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:25:25
761,medium wrap,044.mp4,38175,38400,Power,Housekeeper 1,9.0,pow-prismatic,pow-cylindric,0:25:27
762,lateral pinch,044.mp4,38425,38450,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:25:37
763,medium wrap,044.mp4,38450,38775,Power,Housekeeper 1,13.0,pow-prismatic,pow-cylindric,0:25:38
764,thumb-4 finger,044.mp4,38825,38875,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:25:53
765,medium wrap,044.mp4,38875,39025,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:25:55
766,medium wrap,044.mp4,39100,39250,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:26:04
767,index finger extension,044.mp4,39250,39350,Power,Housekeeper 1,4.0,pow-prismatic,pow-oblique,0:26:10
768,medium wrap,044.mp4,39350,39625,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:26:14
769,index finger extension,044.mp4,39625,39725,Power,Housekeeper 1,4.0,pow-prismatic,pow-oblique,0:26:25
770,medium wrap,044.mp4,39800,39875,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:26:32
771,index finger extension,044.mp4,39875,40025,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:26:35
772,medium wrap,044.mp4,40100,40375,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:26:44
773,index finger extension,044.mp4,40400,40975,Power,Housekeeper 1,23.0,pow-prismatic,pow-oblique,0:26:56
774,medium wrap,044.mp4,40975,41175,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:27:19
775,index finger extension,044.mp4,41175,41425,Power,Housekeeper 1,10.0,pow-prismatic,pow-oblique,0:27:27
776,medium wrap,044.mp4,41425,41500,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:27:37
777,index finger extension,044.mp4,41500,41650,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:27:40
778,medium wrap,044.mp4,41650,41850,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:27:46
779,index finger extension,044.mp4,41850,41975,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:27:54
780,medium wrap,044.mp4,41975,42575,Power,Housekeeper 1,24.0,pow-prismatic,pow-cylindric,0:27:59
781,index finger extension,044.mp4,42575,42725,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:28:23
782,medium wrap,044.mp4,42725,42925,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:28:29
783,index finger extension,044.mp4,42925,43250,Power,Housekeeper 1,13.0,pow-prismatic,pow-oblique,0:28:37
784,medium wrap,044.mp4,43250,43700,Power,Housekeeper 1,18.0,pow-prismatic,pow-cylindric,0:28:50
785,index finger extension,044.mp4,43700,43875,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:29:08
786,medium wrap,044.mp4,44025,44200,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:29:21
787,thumb-index finger,044.mp4,44275,44350,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:29:31
789,thumb-2 finger,044.mp4,44800,44850,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:29:52
790,medium wrap,045.mp4,2025,2300,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:01:21
791,thumb-index finger,045.mp4,2300,2475,Precision,Housekeeper 1,7.0,pre-prismatic,pre-pinch,0:01:32
792,lateral pinch,045.mp4,2475,2525,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:01:39
793,thumb-index finger,045.mp4,2525,2575,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:01:41
794,medium wrap,045.mp4,2700,2775,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:01:48
795,power sphere,045.mp4,2825,2875,Power,Housekeeper 1,2.0,circular,pow-circular,0:01:53
796,thumb-index finger,045.mp4,2875,2900,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:01:55
797,power sphere,045.mp4,2950,3075,Power,Housekeeper 1,5.0,circular,pow-circular,0:01:58
798,thumb-index finger,045.mp4,3075,3150,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:02:03
799,precision disk,045.mp4,3150,3550,Precision,Housekeeper 1,16.0,circular,pre-circular,0:02:06
800,precision disk,045.mp4,3800,4175,Precision,Housekeeper 1,15.0,circular,pre-circular,0:02:32
801,power sphere,045.mp4,4375,4450,Power,Housekeeper 1,3.0,circular,pow-circular,0:02:55
802,power sphere,045.mp4,5300,5475,Power,Housekeeper 1,7.0,circular,pow-circular,0:03:32
803,precision disk,045.mp4,5475,5525,Precision,Housekeeper 1,2.0,circular,pre-circular,0:03:39
804,small diameter,045.mp4,5550,5600,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:03:42
805,precision disk,045.mp4,5600,5725,Precision,Housekeeper 1,5.0,circular,pre-circular,0:03:44
806,thumb-index finger,045.mp4,5725,5800,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:03:49
807,thumb-4 finger,045.mp4,5800,5950,Precision,Housekeeper 1,6.0,pre-prismatic,pre-prismatic,0:03:52
808,precision disk,045.mp4,5950,6150,Precision,Housekeeper 1,8.0,circular,pre-circular,0:03:58
810,thumb-4 finger,045.mp4,6175,6200,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:04:07
811,power sphere,045.mp4,6550,6675,Power,Housekeeper 1,5.0,circular,pow-circular,0:04:22
812,power sphere,045.mp4,8775,8850,Power,Housekeeper 1,3.0,circular,pow-circular,0:05:51
813,lateral pinch,045.mp4,9550,9600,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:06:22
814,tripod,045.mp4,9600,9650,Precision,Housekeeper 1,2.0,circular,pre-circular,0:06:24
815,thumb-index finger,045.mp4,9650,9700,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:06:26
816,medium wrap,045.mp4,11550,11700,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:07:42
817,lateral pinch,045.mp4,12050,12100,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:08:02
818,precision disk,045.mp4,12100,12150,Precision,Housekeeper 1,2.0,circular,pre-circular,0:08:04
819,power sphere,045.mp4,12150,12300,Power,Housekeeper 1,6.0,circular,pow-circular,0:08:06
820,precision disk,045.mp4,12300,12675,Precision,Housekeeper 1,15.0,circular,pre-circular,0:08:12
821,lateral pinch,045.mp4,12675,12775,Intermediate,Housekeeper 1,4.0,int-lateral,int-lateral,0:08:27
823,power sphere,045.mp4,12800,13175,Power,Housekeeper 1,15.0,circular,pow-circular,0:08:32
824,precision disk,045.mp4,13175,13325,Precision,Housekeeper 1,6.0,circular,pre-circular,0:08:47
825,lateral pinch,045.mp4,13325,13525,Intermediate,Housekeeper 1,8.0,int-lateral,int-lateral,0:08:53
826,precision disk,045.mp4,13525,13875,Precision,Housekeeper 1,14.0,circular,pre-circular,0:09:01
827,power sphere,045.mp4,13875,13900,Power,Housekeeper 1,1.0,circular,pow-circular,0:09:15
828,precision disk,045.mp4,13900,14075,Precision,Housekeeper 1,7.0,circular,pre-circular,0:09:16
829,power sphere,045.mp4,14075,14125,Power,Housekeeper 1,2.0,circular,pow-circular,0:09:23
831,power sphere,045.mp4,14250,14300,Power,Housekeeper 1,2.0,circular,pow-circular,0:09:30
832,lateral pinch,045.mp4,14300,14650,Intermediate,Housekeeper 1,14.0,int-lateral,int-lateral,0:09:32
833,precision disk,045.mp4,14650,14825,Precision,Housekeeper 1,7.0,circular,pre-circular,0:09:46
834,power sphere,045.mp4,14825,14900,Power,Housekeeper 1,3.0,circular,pow-circular,0:09:53
835,precision disk,045.mp4,14900,15025,Precision,Housekeeper 1,5.0,circular,pre-circular,0:09:56
836,power sphere,045.mp4,15025,15125,Power,Housekeeper 1,4.0,circular,pow-circular,0:10:01
837,lateral pinch,045.mp4,15125,15450,Intermediate,Housekeeper 1,13.0,int-lateral,int-lateral,0:10:05
838,precision disk,045.mp4,15450,15650,Precision,Housekeeper 1,8.0,circular,pre-circular,0:10:18
839,precision disk,045.mp4,16325,16375,Precision,Housekeeper 1,2.0,circular,pre-circular,0:10:53
840,lateral pinch,045.mp4,16400,16525,Intermediate,Housekeeper 1,5.0,int-lateral,int-lateral,0:10:56
841,lateral pinch,045.mp4,16650,16900,Intermediate,Housekeeper 1,10.0,int-lateral,int-lateral,0:11:06
842,precision disk,045.mp4,16900,17700,Precision,Housekeeper 1,32.0,circular,pre-circular,0:11:16
843,lateral pinch,045.mp4,17700,17900,Intermediate,Housekeeper 1,8.0,int-lateral,int-lateral,0:11:48
844,precision disk,045.mp4,17900,18000,Precision,Housekeeper 1,4.0,circular,pre-circular,0:11:56
845,thumb-index finger,045.mp4,18000,18025,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:12:00
846,precision disk,045.mp4,18025,18125,Precision,Housekeeper 1,4.0,circular,pre-circular,0:12:01
847,lateral pinch,045.mp4,18125,18300,Intermediate,Housekeeper 1,7.0,int-lateral,int-lateral,0:12:05
848,lateral pinch,045.mp4,18500,18575,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:12:20
850,power sphere,045.mp4,19175,19225,Power,Housekeeper 1,2.0,circular,pow-circular,0:12:47
851,power sphere,045.mp4,19275,19300,Power,Housekeeper 1,1.0,circular,pow-circular,0:12:51
852,lateral pinch,045.mp4,19325,19375,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:12:53
856,power sphere,045.mp4,20375,20525,Power,Housekeeper 1,6.0,circular,pow-circular,0:13:35
859,precision disk,045.mp4,22475,22625,Precision,Housekeeper 1,6.0,circular,pre-circular,0:14:59
860,tripod,045.mp4,22625,22650,Precision,Housekeeper 1,1.0,circular,pre-circular,0:15:05
861,precision disk,045.mp4,22800,22950,Precision,Housekeeper 1,6.0,circular,pre-circular,0:15:12
862,power sphere,045.mp4,22950,23525,Power,Housekeeper 1,23.0,circular,pow-circular,0:15:18
863,precision disk,045.mp4,23525,23650,Precision,Housekeeper 1,5.0,circular,pre-circular,0:15:41
864,power sphere,045.mp4,23650,23775,Power,Housekeeper 1,5.0,circular,pow-circular,0:15:46
865,medium wrap,045.mp4,24500,25175,Power,Housekeeper 1,27.0,pow-prismatic,pow-cylindric,0:16:20
867,tripod,045.mp4,25500,25725,Precision,Housekeeper 1,9.0,circular,pre-circular,0:17:00
868,index finger extension,045.mp4,25775,25925,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:17:11
869,medium wrap,045.mp4,29475,29600,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:19:39
871,index finger extension,045.mp4,29825,30850,Power,Housekeeper 1,41.0,pow-prismatic,pow-oblique,0:19:53
872,medium wrap,045.mp4,30925,31050,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:20:37
873,index finger extension,045.mp4,31050,31150,Power,Housekeeper 1,4.0,pow-prismatic,pow-oblique,0:20:42
874,medium wrap,045.mp4,31150,31425,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:20:46
875,medium wrap,045.mp4,31725,31775,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:09
876,index finger extension,045.mp4,31825,31900,Power,Housekeeper 1,3.0,pow-prismatic,pow-oblique,0:21:13
877,medium wrap,045.mp4,31900,32050,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:21:16
878,medium wrap,045.mp4,32150,32325,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:21:26
879,medium wrap,045.mp4,32325,32575,Power,Housekeeper 1,10.0,pow-prismatic,pow-cylindric,0:21:33
880,index finger extension,045.mp4,32575,32775,Power,Housekeeper 1,8.0,pow-prismatic,pow-oblique,0:21:43
881,medium wrap,045.mp4,32775,32850,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:21:51
882,index finger extension,045.mp4,32850,33775,Power,Housekeeper 1,37.0,pow-prismatic,pow-oblique,0:21:54
883,medium wrap,045.mp4,33775,33875,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:22:31
884,index finger extension,045.mp4,33875,34200,Power,Housekeeper 1,13.0,pow-prismatic,pow-oblique,0:22:35
885,power sphere,045.mp4,34200,34225,Power,Housekeeper 1,1.0,circular,pow-circular,0:22:48
886,lateral pinch,045.mp4,34225,34300,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:22:49
887,medium wrap,045.mp4,34550,34675,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:23:02
888,index finger extension,045.mp4,34675,34875,Power,Housekeeper 1,8.0,pow-prismatic,pow-oblique,0:23:07
889,lateral pinch,045.mp4,35175,35200,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:23:27
890,index finger extension,045.mp4,35300,35675,Power,Housekeeper 1,15.0,pow-prismatic,pow-oblique,0:23:32
892,medium wrap,045.mp4,39075,39150,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:26:03
893,index finger extension,045.mp4,39150,40100,Power,Housekeeper 1,38.0,pow-prismatic,pow-oblique,0:26:06
894,medium wrap,045.mp4,40100,40250,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:26:44
895,index finger extension,045.mp4,40250,40625,Power,Housekeeper 1,15.0,pow-prismatic,pow-oblique,0:26:50
896,index finger extension,045.mp4,42850,43625,Power,Housekeeper 1,31.0,pow-prismatic,pow-oblique,0:28:34
897,power sphere,045.mp4,43625,43675,Power,Housekeeper 1,2.0,circular,pow-circular,0:29:05
898,lateral pinch,045.mp4,43675,43750,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:29:07
899,index finger extension,045.mp4,43850,44875,Power,Housekeeper 1,41.0,pow-prismatic,pow-oblique,0:29:14
900,lateral pinch,178.mp4,825,975,Intermediate,Housekeeper 1,6.0,int-lateral,int-lateral,0:00:33
901,precision disk,178.mp4,975,1675,Precision,Housekeeper 1,28.0,circular,pre-circular,0:00:39
902,power sphere,178.mp4,1675,1850,Power,Housekeeper 1,7.0,circular,pow-circular,0:01:07
903,precision disk,178.mp4,1850,2025,Precision,Housekeeper 1,7.0,circular,pre-circular,0:01:14
