ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum
Grasp00568,subject 2,precision disk,cooking,subject_2_gopro_seg_3.avi,16617,16652,Pad,Precision,2-5,Abd,1.17,15576,15612,0
Grasp00569,subject 2,lateral,cooking,subject_2_gopro_seg_3.avi,16698,16752,Side,Intermediate,2-5,Add,1.8,15659,15713,0
Grasp00570,subject 2,prismatic 3 finger,cooking,subject_2_gopro_seg_3.avi,16794,16894,Pad,Precision,2-4,Abd,3.33,15755,15855,0
Grasp00571,subject 2,prismatic 4 finger,cooking,subject_2_gopro_seg_3.avi,17129,17160,Pad,Precision,2-5,Abd,1.03,16089,16118,0
Grasp00572,subject 2,extension type,cooking,subject_2_gopro_seg_3.avi,17168,17419,Pad,Power,2-4,Abd,8.37,16126,16377,0
Grasp00573,subject 2,extension type,cooking,subject_2_gopro_seg_3.avi,17455,17918,Pad,Power,2-4,Abd,15.43,16413,16876,0
Grasp00574,subject 2,prismatic 4 finger,cooking,subject_2_gopro_seg_3.avi,18029,18043,Pad,Precision,2-5,Abd,0.47,16987,17001,0
Grasp00575,subject 2,small diameter,cooking,subject_2_gopro_seg_3.avi,18044,18228,Palm,Power,2-5,Abd,6.13,17002,17186,0
Grasp00576,subject 2,ventral,cooking,subject_2_gopro_seg_3.avi,18232,18418,Side,Intermediate,2,Add,6.2,17190,17268,0
Grasp00577,subject 2,precision sphere,cooking,subject_2_gopro_seg_3.avi,18426,18489,Pad,Precision,2-5,Abd,2.1,17272,17313,0
Grasp00578,subject 2,power sphere,cooking,subject_2_gopro_seg_3.avi,18490,18559,Palm,Power,2-5,Abd,2.3,17314,17381,1
Grasp00579,subject 2,prismatic 2 finger,cooking,subject_2_gopro_seg_3.avi,18560,18588,Pad,Precision,2-3,Abd,0.93,17382,17401,2
Grasp00580,subject 2,power sphere,cooking,subject_2_gopro_seg_3.avi,18589,18612,Palm,Power,2-5,Abd,0.77,17402,17425,3
Grasp00581,subject 2,parallel extension,cooking,subject_2_gopro_seg_3.avi,18613,19151,Pad,Precision,2-5,Abd,17.93,17426,17792,4
Grasp00582,subject 2,prismatic 2 finger,housekeeping,subject_2_gopro_seg_4.avi,1048,1180,Pad,Precision,2-3,Abd,4.4,1015,1140,0
Grasp00583,subject 2,prismatic 2 finger,housekeeping,subject_2_gopro_seg_4.avi,1415,1463,Pad,Precision,2-3,Abd,1.6,1366,1414,0
Grasp00584,subject 2,sphere 3 finger,housekeeping,subject_2_gopro_seg_4.avi,1490,1592,Pad,Power,2-3,Abd,3.4,1440,1542,0
Grasp00585,subject 2,parallel extension,housekeeping,subject_2_gopro_seg_4.avi,1616,3230,Pad,Precision,2-5,Abd,53.8,1566,2942,0
Grasp00586,subject 2,parallel extension,housekeeping,subject_2_gopro_seg_4.avi,3246,3567,Pad,Precision,2-5,Abd,10.7,2958,3274,0
Grasp00587,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,4403,4561,Palm,Power,2-5,Abd,5.27,4088,4239,0
Grasp00588,subject 2,light tool,housekeeping,subject_2_gopro_seg_4.avi,4600,4815,Palm,Power,2-5,Add,7.17,4275,4490,0
Grasp00589,subject 2,stick,housekeeping,subject_2_gopro_seg_4.avi,4830,4867,Side,Intermediate,2,Add,1.23,4508,4545,0
Grasp00590,subject 2,lateral,housekeeping,subject_2_gopro_seg_4.avi,4880,4965,Side,Intermediate,2-5,Add,2.83,4557,4642,0
Grasp00591,subject 2,lateral,housekeeping,subject_2_gopro_seg_4.avi,4975,5049,Side,Intermediate,2-5,Add,2.47,4653,4727,0
Grasp00592,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,5166,5230,Palm,Power,2-5,Abd,2.13,4844,4908,0
Grasp00593,subject 2,push,housekeeping,subject_2_gopro_seg_4.avi,5241,5257,NoGrip,NoGrip,NoGrip,NoGrip,0.53,4919,4935,0
Grasp00594,subject 2,push,housekeeping,subject_2_gopro_seg_4.avi,5276,5288,NoGrip,NoGrip,NoGrip,NoGrip,0.4,4947,4959,0
Grasp00595,subject 2,light tool,housekeeping,subject_2_gopro_seg_4.avi,5290,5321,Palm,Power,2-5,Add,1.03,4961,4992,0
Grasp00596,subject 2,index finger extension,housekeeping,subject_2_gopro_seg_4.avi,5325,5349,Palm,Power,3-5,Add,0.8,4996,5014,0
Grasp00597,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,5355,7109,Palm,Power,2-5,Abd,58.47,5018,6763,0
Grasp00598,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,7124,7174,Palm,Power,2-5,Abd,1.67,6776,6826,0
Grasp00599,subject 2,index finger extension,housekeeping,subject_2_gopro_seg_4.avi,7193,7601,Palm,Power,3-5,Add,13.6,6845,7253,0
Grasp00600,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,7602,7905,Palm,Power,2-5,Abd,10.1,7253,7549,0
Grasp00601,subject 2,index finger extension,housekeeping,subject_2_gopro_seg_4.avi,7910,7999,Palm,Power,3-5,Add,2.97,7552,7641,0
Grasp00602,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,8009,8245,Palm,Power,2-5,Abd,7.87,7651,7873,0
Grasp00603,subject 2,light tool,housekeeping,subject_2_gopro_seg_4.avi,8274,8321,Palm,Power,2-5,Add,1.57,7904,7951,0
Grasp00604,subject 2,index finger extension,housekeeping,subject_2_gopro_seg_4.avi,8340,8894,Palm,Power,3-5,Add,18.47,7970,8524,0
Grasp00605,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,8895,9958,Palm,Power,2-5,Abd,35.43,8525,9549,1
Grasp00606,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,9965,10007,Palm,Power,2-5,Abd,1.4,9556,9598,0
Grasp00607,subject 2,light tool,housekeeping,subject_2_gopro_seg_4.avi,10066,10111,Palm,Power,2-5,Add,1.5,9652,9697,0
Grasp00608,subject 2,stick,housekeeping,subject_2_gopro_seg_4.avi,10316,10453,Side,Intermediate,2,Add,4.57,9902,10039,0
Grasp00609,subject 2,small diameter,housekeeping,subject_2_gopro_seg_4.avi,10700,10854,Palm,Power,2-5,Abd,5.13,10283,10437,0
Grasp00610,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,10861,10879,Palm,Power,2-5,Abd,0.6,10444,10463,0
Grasp00611,subject 2,index finger extension,housekeeping,subject_2_gopro_seg_4.avi,10890,10919,Palm,Power,3-5,Add,0.97,10474,10503,0
Grasp00612,subject 2,medium wrap,housekeeping,subject_2_gopro_seg_4.avi,10930,11026,Palm,Power,2-5,Abd,3.2,10514,10610,0
Grasp00613,subject 2,light tool,housekeeping,subject_2_gopro_seg_4.avi,11069,11088,Palm,Power,2-5,Add,0.63,10653,10672,0
Grasp00614,subject 2,sphere 3 finger,housekeeping,subject_2_gopro_seg_4.avi,11683,11707,Pad,Power,2-3,Abd,0.8,11260,11284,0
Grasp00615,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,102,143,Palm,Power,2-5,Add,1.37,102,143,0
Grasp00616,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,152,566,NoGrip,NoGrip,NoGrip,NoGrip,13.8,152,566,0
Grasp00617,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_1.avi,730,746,Pad,Precision,2-5,Abd,0.53,702,716,0
Grasp00618,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_1.avi,756,885,Pad,Precision,2-5,Abd,4.3,723,838,0
Grasp00619,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,899,972,Pad,Precision,2-3,Abd,2.43,852,925,0
Grasp00620,subject 3,large diameter,cooking,subject_3_o_gopro_seg_1.avi,1010,1032,Palm,Power,2-5,Abd,0.73,960,982,0
Grasp00621,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_1.avi,1146,1211,Pad,Precision,2-5,Abd,2.17,1096,1161,0
Grasp00622,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,1253,1313,Pad,Precision,2-3,Abd,2,1203,1263,0
Grasp00623,subject 3,adduction grip,cooking,subject_3_o_gopro_seg_1.avi,1369,1406,Side,Intermediate,3,Abd,1.23,1319,1356,0
Grasp00624,subject 3,parallel extension,cooking,subject_3_o_gopro_seg_1.avi,1458,1495,Pad,Precision,2-5,Abd,1.23,1408,1445,0
Grasp00625,subject 3,small diameter,cooking,subject_3_o_gopro_seg_1.avi,1629,1722,Palm,Power,2-5,Abd,3.1,1579,1672,0
Grasp00626,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,1847,1892,Pad,Precision,2-3,Abd,1.5,1797,1834,0
Grasp00627,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,1893,2015,Pad,Precision,2-3,Abd,4.07,1835,1957,0
Grasp00628,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,2015,2113,Pad,Precision,2-3,Abd,3.27,1957,2032,0
Grasp00629,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,2124,2550,Pad,Precision,2-3,Abd,14.2,2043,2429,0
Grasp00630,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,2606,2854,Pad,Precision,2-3,Abd,8.27,2485,2713,0
Grasp00631,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,2864,3175,Pad,Precision,2-3,Abd,10.37,2723,2966,0
Grasp00632,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,3464,3507,Pad,Precision,2,Abd,1.43,3255,3298,0
Grasp00633,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,3509,3517,Side,Intermediate,2-5,Add,0.27,3300,3308,0
Grasp00634,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,3518,4079,Side,Intermediate,2,Add,18.7,3309,3866,1
Grasp00635,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,4151,4190,Pad,Precision,2,Abd,1.3,3938,3977,0
Grasp00636,subject 3,adduction grip,cooking,subject_3_o_gopro_seg_1.avi,4287,4340,Side,Intermediate,3,Abd,1.77,4074,4127,0
Grasp00637,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,4347,4409,Side,Intermediate,2-5,Add,2.07,4134,4182,1
Grasp00638,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_1.avi,4410,4701,Side,Intermediate,3,Add,9.7,4183,4427,2
Grasp00639,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,4711,4728,NoGrip,NoGrip,NoGrip,NoGrip,0.57,4437,4454,0
Grasp00640,subject 3,large diameter,cooking,subject_3_o_gopro_seg_1.avi,4745,4878,Palm,Power,2-5,Abd,4.43,4471,4604,0
Grasp00641,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,4895,5013,Pad,Precision,2-5,Abd,3.93,4617,4727,0
Grasp00642,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,5037,5051,Side,Intermediate,2-5,Add,0.47,4751,4765,0
Grasp00643,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,5136,5147,NoGrip,NoGrip,NoGrip,NoGrip,0.37,4850,4861,0
Grasp00644,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,5156,5233,Side,Intermediate,2-5,Add,2.57,4870,4947,0
Grasp00645,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,5369,5430,Pad,Precision,2-5,Abd,2.03,5076,5128,0
Grasp00646,subject 3,large diameter,cooking,subject_3_o_gopro_seg_1.avi,5476,5731,Palm,Power,2-5,Abd,8.5,5175,5430,0
Grasp00647,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,5839,5929,Side,Intermediate,2-5,Add,3,5528,5618,0
Grasp00648,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,6032,6096,NoGrip,NoGrip,NoGrip,NoGrip,2.13,5721,5785,0
Grasp00649,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,6425,6854,Palm,Power,2-5,Add,14.3,6113,6542,0
Grasp00650,subject 3,medium wrap,cooking,subject_3_o_gopro_seg_1.avi,6855,6952,Palm,Power,2-5,Abd,3.23,6543,6632,1
Grasp00651,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,6971,6989,Side,Intermediate,2-5,Add,0.6,6651,6669,0
Grasp00652,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,7018,7211,Palm,Power,2-5,Add,6.43,6698,6885,0
Grasp00653,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,7230,7244,NoGrip,NoGrip,NoGrip,NoGrip,0.47,6905,6919,0
Grasp00654,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,7374,7389,NoGrip,NoGrip,NoGrip,NoGrip,0.5,7040,7055,0
Grasp00655,subject 3,adduction grip,cooking,subject_3_o_gopro_seg_1.avi,7401,7426,Side,Intermediate,3,Abd,0.83,7067,7092,0
Grasp00656,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,7436,7463,Pad,Precision,2-5,Abd,0.9,7102,7129,0
Grasp00657,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,7465,7598,Pad,Precision,2-4,Abd,4.43,7131,7244,1
Grasp00658,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,7611,7632,NoGrip,NoGrip,NoGrip,NoGrip,0.7,7257,7278,0
Grasp00659,subject 3,large diameter,cooking,subject_3_o_gopro_seg_1.avi,7678,7813,Palm,Power,2-5,Abd,4.5,7324,7445,0
Grasp00660,subject 3,parallel extension,cooking,subject_3_o_gopro_seg_1.avi,7829,7853,Pad,Precision,2-5,Abd,0.8,7462,7486,0
Grasp00661,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,8111,8127,NoGrip,NoGrip,NoGrip,NoGrip,0.53,7736,7753,0
Grasp00662,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,8510,10064,Pad,Precision,2,Abd,51.8,8098,9652,0
Grasp00663,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,8524,8575,Side,Intermediate,2,Add,1.7,8112,8163,1
Grasp00664,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,8576,10064,Palm,Power,3-5,Add,49.6,8164,9652,2
Grasp00665,subject 3,quadpod,cooking,subject_3_o_gopro_seg_1.avi,10164,10239,Pad,Precision,2-4,Abd,2.5,9752,9823,0
Grasp00666,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,10248,10257,NoGrip,NoGrip,NoGrip,NoGrip,0.3,9832,9841,0
Grasp00667,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,10312,10385,Pad,Precision,2,Abd,2.43,9896,9969,0
Grasp00668,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,10408,10455,Pad,Precision,2,Abd,1.57,9992,10029,0
Grasp00669,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,10470,10508,Pad,Precision,2,Abd,1.27,10044,10076,0
Grasp00670,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,10520,10534,NoGrip,NoGrip,NoGrip,NoGrip,0.47,10088,10102,0
Grasp00671,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,10541,10612,Pad,Precision,2-3,Abd,2.37,10109,10165,0
Grasp00672,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_1.avi,10653,10690,Side,Intermediate,3,Add,1.23,10198,10235,0
Grasp00673,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,10691,11483,Palm,Power,3-5,Add,26.4,10236,10950,1
Grasp00674,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,11490,11581,Pad,Precision,2-5,Abd,3.03,10957,11048,0
Grasp00675,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,11633,11696,Pad,Precision,2-5,Abd,2.1,11092,11155,0
Grasp00676,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,11727,11781,Pad,Precision,2-5,Abd,1.8,11186,11240,0
Grasp00677,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,11809,11859,Pad,Precision,2-5,Abd,1.67,11262,11312,0
Grasp00678,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,11876,12044,Palm,Power,3-5,Add,5.6,11324,11492,0
Grasp00679,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,12045,12493,Side,Intermediate,2,Add,14.93,11493,11923,1
Grasp00680,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,12536,12554,Pad,Precision,2-3,Abd,0.6,11966,11979,0
Grasp00681,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,12602,12622,Pad,Precision,2-5,Abd,0.67,12027,12035,0
Grasp00682,subject 3,power sphere,cooking,subject_3_o_gopro_seg_1.avi,12623,12647,Palm,Power,2-5,Abd,0.8,12036,12060,1
Grasp00683,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,12648,12680,Side,Intermediate,2-5,Add,1.07,12061,12080,2
Grasp00684,subject 3,power sphere,cooking,subject_3_o_gopro_seg_1.avi,12678,12691,Palm,Power,2-5,Abd,0.43,12078,12091,3
Grasp00685,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,12719,12816,Pad,Precision,2-3,Abd,3.23,12102,12199,0
Grasp00686,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,13043,13055,NoGrip,NoGrip,NoGrip,NoGrip,0.4,12400,12412,0
Grasp00687,subject 3,large diameter,cooking,subject_3_o_gopro_seg_1.avi,13127,13162,Palm,Power,2-5,Abd,1.17,12481,12516,0
Grasp00688,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,13386,13426,Side,Intermediate,2-5,Add,1.33,12728,12768,0
Grasp00689,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,13456,13478,Pad,Precision,2-3,Abd,0.73,12795,12817,0
Grasp00690,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,13485,13507,Pad,Precision,2,Abd,0.73,12825,12847,0
Grasp00691,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,13512,13529,Pad,Precision,2-3,Abd,0.57,12852,12869,0
Grasp00692,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,13535,13553,Pad,Precision,2-3,Abd,0.6,12875,12893,0
Grasp00693,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,13558,13578,Pad,Precision,2-3,Abd,0.67,12895,12915,0
Grasp00694,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,13586,13602,Pad,Precision,2,Abd,0.53,12923,12939,0
Grasp00695,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,13629,13668,Pad,Precision,2-3,Abd,1.3,12966,12997,0
Grasp00696,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,13669,13744,Side,Intermediate,2,Add,2.5,12998,13073,1
Grasp00697,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,13747,13812,Palm,Power,2-5,Add,2.17,13076,13141,2
Grasp00698,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,13813,13863,Palm,Power,3-5,Add,1.67,13142,13192,3
Grasp00699,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,13864,13967,Side,Intermediate,2,Add,3.43,13193,13283,4
Grasp00700,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,13629,13989,Palm,Power,2-5,Add,12,12966,13297,5
Grasp00701,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,13990,14258,Palm,Power,3-5,Add,8.93,13298,13566,6
Grasp00702,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_1.avi,14259,14506,Palm,Power,2-5,Add,8.23,13567,13802,7
Grasp00703,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_1.avi,14511,14557,Pad,Precision,2-5,Abd,1.53,13807,13845,0
Grasp00704,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,14564,14590,Pad,Precision,2,Abd,0.87,13852,13879,0
Grasp00705,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,14600,14623,Pad,Precision,2-3,Abd,0.77,13889,13907,0
Grasp00706,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,14638,14661,Pad,Precision,2-3,Abd,0.77,13921,13944,0
Grasp00707,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,14704,14728,Pad,Precision,2,Abd,0.8,13987,14008,0
Grasp00708,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,14736,14769,Pad,Precision,2-4,Abd,1.1,14014,14037,0
Grasp00709,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,14855,14879,Pad,Precision,2-4,Abd,0.8,14105,14131,0
Grasp00710,subject 3,index finger extension,cooking,subject_3_o_gopro_seg_1.avi,14913,15194,Palm,Power,3-5,Add,9.37,14154,14435,0
Grasp00711,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,15195,15255,Side,Intermediate,2,Add,2,14436,14489,1
Grasp00712,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,15266,15292,Pad,Precision,2-4,Abd,0.87,14500,14526,0
Grasp00713,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,15407,15431,Pad,Precision,2-4,Abd,0.8,14634,14658,0
Grasp00714,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_1.avi,15586,15630,Pad,Precision,2-5,Abd,1.47,14805,14849,0
Grasp00715,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,15636,15645,NoGrip,NoGrip,NoGrip,NoGrip,0.3,14855,14864,0
Grasp00716,subject 3,quadpod,cooking,subject_3_o_gopro_seg_1.avi,15738,15764,Pad,Precision,2-4,Abd,0.87,14955,14980,0
Grasp00717,subject 3,tripod,cooking,subject_3_o_gopro_seg_1.avi,15772,15809,Pad,Precision,2-3,Abd,1.23,14988,15020,1
Grasp00718,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,15862,15875,NoGrip,NoGrip,NoGrip,NoGrip,0.43,15073,15087,0
Grasp00719,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,15890,15928,Side,Intermediate,2,Add,1.27,15102,15140,0
Grasp00720,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_1.avi,15929,15976,Side,Intermediate,3,Add,1.57,15141,15188,1
Grasp00721,subject 3,tip pinch,cooking,subject_3_o_gopro_seg_1.avi,16016,16178,Pad,Precision,2,Abd,5.4,15229,15391,0
Grasp00722,subject 3,tip pinch,cooking,subject_3_o_gopro_seg_1.avi,16319,16343,Pad,Precision,2,Abd,0.8,15528,15554,0
Grasp00723,subject 3,tip pinch,cooking,subject_3_o_gopro_seg_1.avi,16377,16429,Pad,Precision,2,Abd,1.73,15588,15634,0
Grasp00724,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,16675,16707,NoGrip,NoGrip,NoGrip,NoGrip,1.07,15869,15901,0
Grasp00725,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,16887,16962,Pad,Precision,2-4,Abd,2.5,16081,16150,0
Grasp00726,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,16969,17052,Pad,Precision,2-5,Abd,2.77,16157,16233,0
Grasp00727,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,17058,17070,NoGrip,NoGrip,NoGrip,NoGrip,0.4,16239,16245,0
Grasp00728,subject 3,prismatic 2 finger,cooking,subject_3_o_gopro_seg_1.avi,17077,17113,Pad,Precision,2-3,Abd,1.2,16252,16290,0
Grasp00729,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,17180,17192,NoGrip,NoGrip,NoGrip,NoGrip,0.4,16357,16369,0
Grasp00730,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,17211,17268,Pad,Precision,2-4,Abd,1.9,16388,16445,0
Grasp00731,subject 3,precision disk,cooking,subject_3_o_gopro_seg_1.avi,17278,17421,Pad,Precision,2-5,Abd,4.77,16455,16552,0
Grasp00732,subject 3,stick,cooking,subject_3_o_gopro_seg_1.avi,17468,17513,Side,Intermediate,2,Add,1.5,16585,16622,0
Grasp00733,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,17520,17527,NoGrip,NoGrip,NoGrip,NoGrip,0.23,16628,16637,0
Grasp00734,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,17612,17621,NoGrip,NoGrip,NoGrip,NoGrip,0.3,16709,16718,0
Grasp00735,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_1.avi,17628,17709,Pad,Precision,2,Abd,2.7,16725,16806,0
Grasp00736,subject 3,lift,cooking,subject_3_o_gopro_seg_1.avi,17747,17757,NoGrip,NoGrip,NoGrip,NoGrip,0.33,16844,16852,0
Grasp00737,subject 3,prismatic 3 finger,cooking,subject_3_o_gopro_seg_1.avi,17761,17956,Pad,Precision,2-4,Abd,6.5,16856,17044,0
Grasp00738,subject 3,push,cooking,subject_3_o_gopro_seg_1.avi,18059,18068,NoGrip,NoGrip,NoGrip,NoGrip,0.3,17147,17156,0
Grasp00739,subject 3,lateral,cooking,subject_3_o_gopro_seg_1.avi,18079,18112,Side,Intermediate,2-5,Add,1.1,17167,17200,0
Grasp00740,subject 3,precision sphere,cooking,subject_3_o_gopro_seg_1.avi,18141,18221,Pad,Precision,2-5,Abd,2.67,17229,17293,0
Grasp00741,subject 3,adducted thumb,cooking,subject_3_o_gopro_seg_2.avi,61,236,Palm,Power,2-5,Add,5.83,61,236,0
Grasp00742,subject 3,lateral,cooking,subject_3_o_gopro_seg_2.avi,386,505,Side,Intermediate,2-5,Add,3.97,386,498,0
Grasp00743,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_2.avi,519,583,Pad,Precision,2,Abd,2.13,512,576,0
Grasp00744,subject 3,palmar pinch,cooking,subject_3_o_gopro_seg_2.avi,604,650,Pad,Precision,2,Abd,1.53,597,643,0
Grasp00745,subject 3,inferior pincer,cooking,subject_3_o_gopro_seg_2.avi,656,682,Pad,Precision,2,Abd,0.87,649,675,0
Grasp00746,subject 3,stick,cooking,subject_3_o_gopro_seg_2.avi,707,1337,Side,Intermediate,2,Add,21,700,1313,0
Grasp00747,subject 3,tripod,cooking,subject_3_o_gopro_seg_2.avi,1352,1376,Pad,Precision,2-3,Abd,0.8,1326,1340,0
Grasp00748,subject 3,tripod,cooking,subject_3_o_gopro_seg_2.avi,1391,1409,Pad,Precision,2-3,Abd,0.6,1355,1373,0
Grasp00749,subject 3,prismatic 4 finger,cooking,subject_3_o_gopro_seg_2.avi,1522,1560,Pad,Precision,2-5,Abd,1.27,1459,1485,0
Grasp00750,subject 3,power sphere,cooking,subject_3_o_gopro_seg_2.avi,1694,1814,Palm,Power,2-5,Abd,4,1600,1714,0
Grasp00751,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_2.avi,1896,1942,Side,Intermediate,3,Add,1.53,1796,1842,0
Grasp00752,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_2.avi,1974,2027,Side,Intermediate,3,Add,1.77,1867,1920,0
Grasp00753,subject 3,small diameter,cooking,subject_3_o_gopro_seg_2.avi,2079,2318,Palm,Power,2-5,Abd,7.97,1972,2180,0
Grasp00754,subject 3,lateral tripod,cooking,subject_3_o_gopro_seg_2.avi,2333,2408,Side,Intermediate,3,Add,2.5,2196,2264,0
