ID,Video,StartFrame,EndFrame,PIP,SmallCategories,BigCategories,Stance,Object
319,GH012503.MP4,4136,4444,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
320,GH012503.MP4,4620,4964,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
321,GH012504.MP4,479,662,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
322,GH012504.MP4,824,1286,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
323,GH012504.MP4,1411,1744,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
324,GH012504.MP4,1904,2258,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
325,GH012504.MP4,2444,2686,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
326,GH012504.MP4,2844,3264,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
327,GH012504.MP4,3382,3921,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
328,GH012504.MP4,4012,4549,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
329,GH012504.MP4,4656,5037,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
330,GH012504.MP4,5103,5388,Precision,pre-prismatic,pre-prismatic,Stand,Water bottle
331,GH012507.MP4,382,564,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
332,GH012507.MP4,692,1011,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
333,GH012507.MP4,1161,1397,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
334,GH012507.MP4,1495,1921,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
335,GH012507.MP4,2030,2312,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
336,GH012507.MP4,2487,2830,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
337,GH012507.MP4,2954,3482,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
338,GH012507.MP4,3619,3977,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
339,GH012507.MP4,4100,4357,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
340,GH012507.MP4,4499,5029,Power,pow-cylindric,pow-prismatic,Stand,Water bottle
341,GH012508.MP4,358,507,Power,pow-circular,circular,Stand,Water bottle
342,GH012508.MP4,684,931,Power,pow-circular,circular,Stand,Water bottle
343,GH012508.MP4,1073,1274,Power,pow-circular,circular,Stand,Water bottle
344,GH012508.MP4,1531,1832,Power,pow-circular,circular,Stand,Water bottle
345,GH012508.MP4,2055,2281,Precision,pre-circular,circular,Stand,Water bottle
346,GH012508.MP4,2416,2680,Power,pow-circular,circular,Stand,Water bottle
347,GH012508.MP4,2831,3266,Power,pow-circular,circular,Stand,Water bottle
348,GH012508.MP4,3374,3781,Power,pow-circular,circular,Stand,Water bottle
349,GH012508.MP4,3913,4212,Power,pow-circular,circular,Stand,Water bottle
350,GH012508.MP4,4400,4660,Power,pow-circular,circular,Stand,Water bottle
351,GH012509.MP4,345,584,Precision,pre-pinch,pre-prismatic,Stand,Gripper
352,GH012509.MP4,697,1006,Precision,pre-pinch,pre-prismatic,Stand,Gripper
353,GH012509.MP4,1108,1507,Precision,pre-pinch,pre-prismatic,Stand,Gripper
354,GH012509.MP4,1648,1952,Precision,pre-pinch,pre-prismatic,Stand,Gripper
355,GH012509.MP4,2064,2434,Precision,pre-pinch,pre-prismatic,Stand,Gripper
356,GH012509.MP4,2523,2925,Precision,pre-pinch,pre-prismatic,Stand,Gripper
357,GH012509.MP4,3074,3562,Precision,pre-pinch,pre-prismatic,Stand,Gripper
358,GH012509.MP4,3661,3991,Precision,pre-pinch,pre-prismatic,Stand,Gripper
359,GH012509.MP4,4110,4417,Precision,pre-pinch,pre-prismatic,Stand,Gripper
360,GH012509.MP4,4516,4836,Precision,pre-pinch,pre-prismatic,Stand,Gripper
361,GH012510.MP4,333,570,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
362,GH012510.MP4,694,960,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
363,GH012510.MP4,1114,1508,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
364,GH012510.MP4,1599,1903,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
365,GH012510.MP4,2012,2345,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
366,GH012510.MP4,2407,2832,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
367,GH012510.MP4,2929,3231,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
368,GH012510.MP4,3332,3689,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
369,GH012510.MP4,3878,4233,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
370,GH012510.MP4,4332,4638,Precision,pre-prismatic,pre-prismatic,Stand,Gripper
371,GH012511.MP4,299,681,Precision,pre-pinch,pre-prismatic,Stand,Spoon
372,GH012511.MP4,791,1144,Precision,pre-pinch,pre-prismatic,Stand,Spoon
373,GH012511.MP4,1262,1598,Precision,pre-pinch,pre-prismatic,Stand,Spoon
374,GH012511.MP4,1703,1983,Precision,pre-pinch,pre-prismatic,Stand,Spoon
375,GH012511.MP4,2114,2378,Precision,pre-pinch,pre-prismatic,Stand,Spoon
376,GH012511.MP4,2526,2882,Precision,pre-pinch,pre-prismatic,Stand,Spoon
377,GH012511.MP4,3001,3384,Precision,pre-pinch,pre-prismatic,Stand,Spoon
378,GH012511.MP4,3462,3783,Precision,pre-pinch,pre-prismatic,Stand,Spoon
379,GH012511.MP4,3931,4257,Precision,pre-pinch,pre-prismatic,Stand,Spoon
380,GH012511.MP4,4377,4787,Precision,pre-pinch,pre-prismatic,Stand,Spoon
381,GH012512.MP4,268,523,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
382,GH012512.MP4,643,957,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
383,GH012512.MP4,1070,1359,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
384,GH012512.MP4,1464,1764,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
385,GH012512.MP4,1911,2152,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
386,GH012512.MP4,2263,2574,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
387,GH012512.MP4,2694,2968,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
388,GH012512.MP4,3069,3388,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
389,GH012512.MP4,3518,3807,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
390,GH012512.MP4,3938,4221,Precision,pre-prismatic,pre-prismatic,Stand,Spoon
391,GH012513.MP4,438,711,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
392,GH012513.MP4,886,1305,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
393,GH012513.MP4,1442,2017,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
394,GH012513.MP4,2218,2693,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
395,GH012513.MP4,2796,3181,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
396,GH012513.MP4,3309,3680,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
397,GH012513.MP4,3802,4142,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
398,GH012513.MP4,4258,4756,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
399,GH012513.MP4,4886,5303,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
400,GH012513.MP4,5448,5824,Intermediate,int-lateral,pre-prismatic,Stand,Spoon
401,GH012514.MP4,299,572,Power,pow-cylindric,pow-prismatic,Stand,Spoon
402,GH012514.MP4,711,1035,Power,pow-cylindric,pow-prismatic,Stand,Spoon
403,GH012514.MP4,1161,1627,Power,pow-cylindric,pow-prismatic,Stand,Spoon
404,GH012514.MP4,1729,2069,Power,pow-cylindric,pow-prismatic,Stand,Spoon
405,GH012514.MP4,2223,2590,Power,pow-cylindric,pow-prismatic,Stand,Spoon
406,GH012514.MP4,2721,3176,Power,pow-cylindric,pow-prismatic,Stand,Spoon
407,GH012514.MP4,3304,3739,Power,pow-cylindric,pow-prismatic,Stand,Spoon
408,GH012514.MP4,3895,4273,Power,pow-cylindric,pow-prismatic,Stand,Spoon
409,GH012514.MP4,4408,4800,Power,pow-cylindric,pow-prismatic,Stand,Spoon
410,GH012514.MP4,4941,5428,Power,pow-cylindric,pow-prismatic,Stand,Spoon
411,GH012515.MP4,373,637,Precision,pre-pinch,pre-prismatic,Stand,Knife
412,GH012515.MP4,806,1058,Precision,pre-pinch,pre-prismatic,Stand,Knife
413,GH012515.MP4,1232,1621,Precision,pre-pinch,pre-prismatic,Stand,Knife
414,GH012515.MP4,1811,2105,Precision,pre-pinch,pre-prismatic,Stand,Knife
415,GH012515.MP4,2257,2514,Precision,pre-pinch,pre-prismatic,Stand,Knife
416,GH012515.MP4,2650,2985,Precision,pre-pinch,pre-prismatic,Stand,Knife
417,GH012515.MP4,3131,3399,Precision,pre-pinch,pre-prismatic,Stand,Knife
418,GH012515.MP4,3535,3795,Precision,pre-pinch,pre-prismatic,Stand,Knife
419,GH012515.MP4,3961,4302,Precision,pre-pinch,pre-prismatic,Stand,Knife
420,GH012515.MP4,4465,4752,Precision,pre-pinch,pre-prismatic,Stand,Knife
421,GH012516.MP4,387,628,Precision,pre-prismatic,pre-prismatic,Stand,Knife
422,GH012516.MP4,757,1031,Precision,pre-prismatic,pre-prismatic,Stand,Knife
423,GH012516.MP4,1225,1542,Precision,pre-prismatic,pre-prismatic,Stand,Knife
424,GH012516.MP4,1689,2089,Precision,pre-prismatic,pre-prismatic,Stand,Knife
425,GH012516.MP4,2247,2588,Precision,pre-prismatic,pre-prismatic,Stand,Knife
426,GH012516.MP4,2737,3064,Precision,pre-prismatic,pre-prismatic,Stand,Knife
427,GH012516.MP4,3233,3713,Precision,pre-prismatic,pre-prismatic,Stand,Knife
428,GH012516.MP4,3795,4112,Precision,pre-prismatic,pre-prismatic,Stand,Knife
429,GH012516.MP4,4211,4492,Precision,pre-prismatic,pre-prismatic,Stand,Knife
430,GH012516.MP4,4669,4997,Precision,pre-prismatic,pre-prismatic,Stand,Knife
431,GH012517.MP4,332,706,Power,pow-cylindric,pow-prismatic,Stand,Knife
432,GH012517.MP4,856,1285,Power,pow-cylindric,pow-prismatic,Stand,Knife
433,GH012517.MP4,1419,1708,Power,pow-cylindric,pow-prismatic,Stand,Knife
434,GH012517.MP4,1831,2300,Power,pow-cylindric,pow-prismatic,Stand,Knife
435,GH012517.MP4,2490,3292,Power,pow-oblique,pow-prismatic,Stand,Knife
436,GH012517.MP4,3398,4040,Power,pow-oblique,pow-prismatic,Stand,Knife
437,GH012517.MP4,4149,4575,Power,pow-oblique,pow-prismatic,Stand,Knife
438,GH012517.MP4,4696,5113,Power,pow-oblique,pow-prismatic,Stand,Knife
439,GH012517.MP4,5278,5624,Power,pow-oblique,pow-prismatic,Stand,Knife
440,GH012517.MP4,5737,6228,Power,pow-oblique,pow-prismatic,Stand,Knife
441,GH012518.MP4,407,583,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
442,GH012518.MP4,735,947,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
443,GH012518.MP4,1130,1289,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
444,GH012518.MP4,1423,1598,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
445,GH012518.MP4,1806,2120,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
446,GH012518.MP4,2273,2530,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
447,GH012518.MP4,2691,3049,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
448,GH012518.MP4,3213,3508,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
449,GH012518.MP4,3667,3888,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
450,GH012518.MP4,4021,4218,Precision,pre-pinch,pre-prismatic,Stand,Tic tac
451,GH012519.MP4,385,553,Power,pow-circular,circular,Stand,Tic tac
452,GH012519.MP4,722,916,Power,pow-circular,circular,Stand,Tic tac
453,GH012519.MP4,1065,1473,Power,pow-circular,circular,Stand,Tic tac
454,GH012519.MP4,1606,1930,Power,pow-circular,circular,Stand,Tic tac
455,GH012519.MP4,2026,2415,Power,pow-circular,circular,Stand,Tic tac
456,GH012519.MP4,2538,2761,Power,pow-circular,circular,Stand,Tic tac
457,GH012519.MP4,2936,3187,Power,pow-circular,circular,Stand,Tic tac
458,GH012519.MP4,3346,3610,Power,pow-circular,circular,Stand,Tic tac
459,GH012519.MP4,3883,4072,Power,pow-circular,circular,Stand,Tic tac
460,GH012519.MP4,4286,4470,Power,pow-circular,circular,Stand,Tic tac
461,GH012520.MP4,486,657,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
462,GH012520.MP4,811,1073,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
463,GH012520.MP4,1229,1461,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
464,GH012520.MP4,1588,1939,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
465,GH012520.MP4,2048,2321,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
466,GH012520.MP4,2445,2706,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
467,GH012520.MP4,2853,3090,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
468,GH012520.MP4,3233,3507,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
469,GH012520.MP4,3677,3877,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
470,GH012520.MP4,4038,4269,Precision,pre-prismatic,pre-prismatic,Stand,Tic tac
471,GH012521.MP4,430,626,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
472,GH012521.MP4,844,1079,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
473,GH012521.MP4,1197,1457,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
474,GH012521.MP4,1619,1962,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
475,GH012521.MP4,2079,2474,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
476,GH012521.MP4,2622,2956,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
477,GH012521.MP4,3138,3424,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
478,GH012521.MP4,3571,3882,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
479,GH012521.MP4,4102,4384,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
480,GH012521.MP4,4539,4831,Power,pow-cylindric,pow-prismatic,Stand,Tic tac
481,GH012522.MP4,396,548,Precision,pre-pinch,pre-prismatic,Stand,Box
482,GH012522.MP4,720,980,Precision,pre-pinch,pre-prismatic,Stand,Box
483,GH012522.MP4,1130,1341,Precision,pre-pinch,pre-prismatic,Stand,Box
484,GH012522.MP4,1529,1764,Precision,pre-pinch,pre-prismatic,Stand,Box
485,GH012522.MP4,1929,2077,Precision,pre-pinch,pre-prismatic,Stand,Box
486,GH012522.MP4,2231,2435,Precision,pre-pinch,pre-prismatic,Stand,Box
487,GH012522.MP4,2587,2784,Precision,pre-pinch,pre-prismatic,Stand,Box
488,GH012522.MP4,2944,3263,Precision,pre-pinch,pre-prismatic,Stand,Box
489,GH012522.MP4,3385,3748,Precision,pre-pinch,pre-prismatic,Stand,Box
490,GH012522.MP4,3948,4295,Precision,pre-pinch,pre-prismatic,Stand,Box
491,GH012523.MP4,390,604,Precision,pre-prismatic,pre-prismatic,Stand,Box
492,GH012523.MP4,734,955,Precision,pre-prismatic,pre-prismatic,Stand,Box
493,GH012523.MP4,1076,1333,Precision,pre-prismatic,pre-prismatic,Stand,Box
494,GH012523.MP4,1477,1834,Precision,pre-prismatic,pre-prismatic,Stand,Box
495,GH012523.MP4,1958,2250,Precision,pre-prismatic,pre-prismatic,Stand,Box
496,GH012523.MP4,2435,2772,Precision,pre-prismatic,pre-prismatic,Stand,Box
497,GH012523.MP4,2933,3235,Precision,pre-prismatic,pre-prismatic,Stand,Box
498,GH012523.MP4,3343,3666,Precision,pre-prismatic,pre-prismatic,Stand,Box
499,GH012523.MP4,3856,4174,Precision,pre-prismatic,pre-prismatic,Stand,Box
500,GH012523.MP4,4333,4659,Precision,pre-prismatic,pre-prismatic,Stand,Box
501,GH012524.MP4,421,614,Precision,pre-circular,circular,Stand,Box
502,GH012524.MP4,814,1100,Precision,pre-circular,circular,Stand,Box
503,GH012524.MP4,1285,1517,Precision,pre-circular,circular,Stand,Box
504,GH012524.MP4,1767,2010,Precision,pre-circular,circular,Stand,Box
505,GH012524.MP4,2202,2416,Precision,pre-circular,circular,Stand,Box
506,GH012524.MP4,2652,2898,Precision,pre-circular,circular,Stand,Box
507,GH012524.MP4,3072,3363,Precision,pre-circular,circular,Stand,Box
508,GH012524.MP4,3511,3849,Precision,pre-circular,circular,Stand,Box
509,GH012524.MP4,4009,4343,Precision,pre-circular,circular,Stand,Box
510,GH012524.MP4,4537,4842,Precision,pre-circular,circular,Stand,Box
511,GH012525.MP4,440,670,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
512,GH012525.MP4,764,1108,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
513,GH012525.MP4,1235,1582,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
514,GH012525.MP4,1733,2098,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
515,GH012525.MP4,2205,2561,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
516,GH012525.MP4,2678,3059,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
517,GH012525.MP4,3240,3569,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
518,GH012525.MP4,3673,4037,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
519,GH012525.MP4,4183,4502,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
520,GH012525.MP4,4627,4876,Precision,pre-prismatic,pre-prismatic,Stand,Wallet
521,GH012526.MP4,304,601,Power,pow-cylindric,pow-prismatic,Stand,Wallet
522,GH012526.MP4,719,1040,Power,pow-cylindric,pow-prismatic,Stand,Wallet
523,GH012526.MP4,1131,1434,Power,pow-cylindric,pow-prismatic,Stand,Wallet
524,GH012526.MP4,1565,1889,Power,pow-cylindric,pow-prismatic,Stand,Wallet
525,GH012526.MP4,2001,2373,Power,pow-cylindric,pow-prismatic,Stand,Wallet
526,GH012526.MP4,2475,2773,Power,pow-cylindric,pow-prismatic,Stand,Wallet
527,GH012526.MP4,2912,3182,Power,pow-cylindric,pow-prismatic,Stand,Wallet
528,GH012526.MP4,3234,3597,Power,pow-cylindric,pow-prismatic,Stand,Wallet
529,GH012526.MP4,3737,4133,Power,pow-cylindric,pow-prismatic,Stand,Wallet
530,GH012526.MP4,4254,4565,Power,pow-cylindric,pow-prismatic,Stand,Wallet
531,GH012527.MP4,396,617,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
532,GH012527.MP4,795,985,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
533,GH012527.MP4,1293,1593,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
534,GH012527.MP4,1766,1990,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
535,GH012527.MP4,2076,2218,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
536,GH012527.MP4,2590,2716,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
537,GH012527.MP4,3056,3470,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
538,GH012527.MP4,3656,3944,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
539,GH012527.MP4,4080,4685,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
540,GH012527.MP4,4823,5046,Power,pow-cylindric,pow-prismatic,Stand,Window cleaner
541,GH012528.MP4,346,573,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
542,GH012528.MP4,748,1095,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
543,GH012528.MP4,1260,1522,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
544,GH012528.MP4,1672,2078,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
545,GH012528.MP4,2188,2476,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
546,GH012528.MP4,2596,2920,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
547,GH012528.MP4,3036,3317,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
548,GH012528.MP4,3444,3767,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
549,GH012528.MP4,3886,4235,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
550,GH012528.MP4,4355,4632,Power,pow-oblique,pow-prismatic,Stand,Window cleaner
551,GH012529.MP4,404,605,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
552,GH012529.MP4,798,1128,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
553,GH012529.MP4,1267,1573,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
554,GH012529.MP4,1713,2141,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
555,GH012529.MP4,2278,2635,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
556,GH012529.MP4,2752,2983,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
557,GH012529.MP4,3136,3406,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
558,GH012529.MP4,3552,3746,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
559,GH012529.MP4,3918,4101,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
560,GH012529.MP4,4276,4561,Precision,pre-prismatic,pre-prismatic,Stand,Paper plate
561,GH012530.MP4,335,539,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
562,GH012530.MP4,674,871,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
563,GH012530.MP4,973,1290,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
564,GH012530.MP4,1422,1663,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
565,GH012530.MP4,1768,2082,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
566,GH012530.MP4,2424,2750,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
567,GH012530.MP4,2847,3102,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
568,GH012530.MP4,3205,3460,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
569,GH012530.MP4,3609,3863,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
570,GH012530.MP4,3966,4176,Precision,pre-pinch,pre-prismatic,Stand,Paper plate
571,GH012531.MP4,449,631,Power,pow-circular,circular,Stand,Glass
572,GH012531.MP4,872,1241,Power,pow-circular,circular,Stand,Glass
573,GH012531.MP4,1479,1808,Power,pow-circular,circular,Stand,Glass
574,GH012531.MP4,2050,2402,Power,pow-circular,circular,Stand,Glass
575,GH012531.MP4,2628,2897,Power,pow-circular,circular,Stand,Glass
576,GH012531.MP4,3128,3406,Power,pow-circular,circular,Stand,Glass
577,GH012531.MP4,3624,3900,Power,pow-circular,circular,Stand,Glass
578,GH012531.MP4,4051,4453,Power,pow-circular,circular,Stand,Glass
579,GH012531.MP4,4570,5078,Power,pow-circular,circular,Stand,Glass
580,GH012531.MP4,5252,5629,Power,pow-circular,circular,Stand,Glass
581,GH012532.MP4,408,650,Power,pow-cylindric,pow-prismatic,Stand,Glass
582,GH012532.MP4,850,1188,Power,pow-cylindric,pow-prismatic,Stand,Glass
583,GH012532.MP4,1351,1680,Power,pow-cylindric,pow-prismatic,Stand,Glass
584,GH012532.MP4,1872,2311,Power,pow-cylindric,pow-prismatic,Stand,Glass
585,GH012532.MP4,2436,2813,Power,pow-cylindric,pow-prismatic,Stand,Glass
586,GH012532.MP4,3072,3491,Power,pow-cylindric,pow-prismatic,Stand,Glass
587,GH012532.MP4,3704,4046,Power,pow-cylindric,pow-prismatic,Stand,Glass
588,GH012532.MP4,4164,4584,Power,pow-cylindric,pow-prismatic,Stand,Glass
589,GH012532.MP4,4719,5175,Power,pow-cylindric,pow-prismatic,Stand,Glass
590,GH012532.MP4,5291,5582,Power,pow-cylindric,pow-prismatic,Stand,Glass
591,GH012533.MP4,385,590,Power,pow-cylindric,pow-prismatic,Stand,Battery
592,GH012533.MP4,796,1100,Power,pow-cylindric,pow-prismatic,Stand,Battery
593,GH012533.MP4,1266,1669,Power,pow-cylindric,pow-prismatic,Stand,Battery
594,GH012533.MP4,1941,2284,Power,pow-cylindric,pow-prismatic,Stand,Battery
595,GH012533.MP4,2555,2911,Power,pow-cylindric,pow-prismatic,Stand,Battery
596,GH012533.MP4,3134,3478,Power,pow-cylindric,pow-prismatic,Stand,Battery
597,GH012533.MP4,3824,4118,Power,pow-cylindric,pow-prismatic,Stand,Battery
598,GH012533.MP4,4325,4721,Power,pow-cylindric,pow-prismatic,Stand,Battery
599,GH012533.MP4,4908,5388,Power,pow-cylindric,pow-prismatic,Stand,Battery
600,GH012533.MP4,5591,5929,Power,pow-cylindric,pow-prismatic,Stand,Battery
